Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;;
GDB-0305-02;BR1000-1953;Schansstraat;4944AH; Schansstraat 14 Raamsdonk; Schansstraat;14;;Schansstraat 14;4944AH;1000;1953;NL-0834-531000;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen bestaande veestalling  Schansstraat 14 4944AH Raamsdonk 26-6-1953;1953.06.26;Verbouwen bestaande veestalling;Bouwvergunning Verbouwen bestaande veestalling  Schansstraat 14 4944AH Raamsdonk 26-6-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen bestaande veestalling;NL 0834;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0307-01;BR1000a-1953;Sandoel;4941DT; Sandoel 21 Raamsdonksveer; Sandoel;21;;Sandoel 21;4941DT;1000;1953;NL-0834-531000A;Beschikking;Bouwvergunning Beschikking Verbouwen bestaande veestalling  Sandoel 21 4941DT Raamsdonksveer 26-6-1953;1953.06.26;Verbouwen bestaande veestalling;Bouwvergunning Verbouwen bestaande veestalling  Sandoel 21 4941DT Raamsdonksveer 26-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen bestaande veestalling;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0308-01;BR1023-1953;Sandoel;4941DW; Sandoel 6 Raamsdonksveer; Sandoel;6;;Sandoel 6;4941DW;1023;1953;NL-0834-531023;Beschikking;Bouwvergunning Beschikking Plaatsen raamkozijn in zijgevel  Sandoel 6 4941DW Raamsdonksveer 10-7-1953;1953.07.10;Plaatsen raamkozijn in zijgevel;Bouwvergunning Plaatsen raamkozijn in zijgevel  Sandoel 6 4941DW Raamsdonksveer 10-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen raamkozijn in zijgevel;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0309-01;BR1024-1953;Molenstraat;4944AB; Molenstraat 45 Raamsdonk; Molenstraat;45;;Molenstraat 45;4944AB;1024;1953;NL-0834-531024;Beschikking;Bouwvergunning Beschikking Verbouwen woonhuis  Molenstraat 45 4944AB Raamsdonk 10-7-1953;1953.07.10;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Molenstraat 45 4944AB Raamsdonk 10-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woonhuis;NL 0834;2010;K50771752;7,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0309-02;BR1024-1953;Molenstraat;4944AB; Molenstraat 45 Raamsdonk; Molenstraat;45;;Molenstraat 45;4944AB;1024;1953;NL-0834-531024;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woonhuis  Molenstraat 45 4944AB Raamsdonk 10-7-1953;1953.07.10;Verbouwen woonhuis;Bouwvergunning Verbouwen woonhuis  Molenstraat 45 4944AB Raamsdonk 10-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woonhuis;NL 0834;2010;K50771752;25,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0310-01;BR1030-1953;Brejaartstraat;; Brejaartstraat  Raamsdonksveer; Brejaartstraat;;;Brejaartstraat;;1030;1953;NL-0834-531030;Beschikking;Bouwvergunning Beschikking Bouw woonhuis  Brejaartstraat   Raamsdonksveer 17-7-1953;1953.07.17;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Brejaartstraat   Raamsdonksveer 17-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;9,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0310-02;BR1030-1953;Brejaartstraat;; Brejaartstraat  Raamsdonksveer; Brejaartstraat;;;Brejaartstraat;;1030;1953;NL-0834-531030;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis  Brejaartstraat   Raamsdonksveer 17-7-1953;1953.07.17;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Brejaartstraat   Raamsdonksveer 17-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;47,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0311-01;BR1031-1953;Ambachtstraat;4944AT;Luiten Ambachtstraat 22 Raamsdonk;Luiten Ambachtstraat;22;Luiten;Luiten Ambachtstraat 22;4944AT;1031;1953;NL-0834-531031;Beschikking;Bouwvergunning Beschikking Herbouwen schuur met veestalling Luiten Ambachtstraat 22 4944AT Raamsdonk 17-7-1953;1953.07.17;Herbouwen schuur met veestalling;Bouwvergunning Herbouwen schuur met veestalling Luiten Ambachtstraat 22 4944AT Raamsdonk 17-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen schuur met veestalling;NL 0834;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0311-02;BR1031-1953;Ambachtstraat;4944AT;Luiten Ambachtstraat 22 Raamsdonk;Luiten Ambachtstraat;22;Luiten;Luiten Ambachtstraat 22;4944AT;1031;1953;NL-0834-531031;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen schuur met veestalling Luiten Ambachtstraat 22 4944AT Raamsdonk 17-7-1953;1953.07.17;Herbouwen schuur met veestalling;Bouwvergunning Herbouwen schuur met veestalling Luiten Ambachtstraat 22 4944AT Raamsdonk 17-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen schuur met veestalling;NL 0834;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0312-01;BR1032-1953;Schansstraat;; Schansstraat  Raamsdonk; Schansstraat;;;Schansstraat;;1032;1953;NL-0834-531032;Beschikking;Bouwvergunning Beschikking Herbouwen 2 woonhuizen  Schansstraat   Raamsdonk 17-7-1953;1953.07.17;Herbouwen 2 woonhuizen;Bouwvergunning Herbouwen 2 woonhuizen  Schansstraat   Raamsdonk 17-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen 2 woonhuizen;NL 0834;2010;K50771752;9,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0312-02;BR1032-1953;Schansstraat;; Schansstraat  Raamsdonk; Schansstraat;;;Schansstraat;;1032;1953;NL-0834-531032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen 2 woonhuizen  Schansstraat   Raamsdonk 17-7-1953;1953.07.17;Herbouwen 2 woonhuizen;Bouwvergunning Herbouwen 2 woonhuizen  Schansstraat   Raamsdonk 17-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen 2 woonhuizen;NL 0834;2010;K50771752;19,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0313-01;BR1034-1953;Ambachtstraat;4944AT;Luiten Ambachtstraat 28 Raamsdonk;Luiten Ambachtstraat;28;Luiten;Luiten Ambachtstraat 28;4944AT;1034;1953;NL-0834-531034;Beschikking;Bouwvergunning Beschikking Vernieuwen westgevel landbouwschuur Luiten Ambachtstraat 28 4944AT Raamsdonk 17-7-1953;1953.07.17;Vernieuwen westgevel landbouwschuur;Bouwvergunning Vernieuwen westgevel landbouwschuur Luiten Ambachtstraat 28 4944AT Raamsdonk 17-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen westgevel landbouwschuur;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0314-01;BR1035-1953;Julianalaan;4941JG; Julianalaan 112 Raamsdonksveer; Julianalaan;112;;Julianalaan 112;4941JG;1035;1953;NL-0834-531035;Beschikking;Bouwvergunning Beschikking Splitsen woonhuis  Julianalaan 112 4941JG Raamsdonksveer 17-7-1953;1953.07.17;Splitsen woonhuis;Bouwvergunning Splitsen woonhuis  Julianalaan 112 4941JG Raamsdonksveer 17-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Splitsen woonhuis;NL 0834;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0314-02;BR1035-1953;Julianalaan;4941JG; Julianalaan 112 Raamsdonksveer; Julianalaan;112;;Julianalaan 112;4941JG;1035;1953;NL-0834-531035;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Splitsen woonhuis  Julianalaan 112 4941JG Raamsdonksveer 17-7-1953;1953.07.17;Splitsen woonhuis;Bouwvergunning Splitsen woonhuis  Julianalaan 112 4941JG Raamsdonksveer 17-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Splitsen woonhuis;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0315-01;BR1038-1953;Molenstraat;4944AD; Molenstraat 38 Raamsdonk; Molenstraat;38;;Molenstraat 38;4944AD;1038;1953;NL-0834-531038;Beschikking;Bouwvergunning Beschikking Bouw veestal en gierkelder in bestaande schuur   Molenstraat 38 4944AD Raamsdonk 31-7-1953;1953.07.31;Bouw veestal en gierkelder in bestaande schuur ;Bouwvergunning Bouw veestal en gierkelder in bestaande schuur   Molenstraat 38 4944AD Raamsdonk 31-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw veestal en gierkelder in bestaande schuur ;NL 0834;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0315-02;BR1038-1953;Molenstraat;4944AD; Molenstraat 38 Raamsdonk; Molenstraat;38;;Molenstraat 38;4944AD;1038;1953;NL-0834-531038;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw veestal en gierkelder in bestaande schuur   Molenstraat 38 4944AD Raamsdonk 31-7-1953;1953.07.31;Bouw veestal en gierkelder in bestaande schuur ;Bouwvergunning Bouw veestal en gierkelder in bestaande schuur   Molenstraat 38 4944AD Raamsdonk 31-7-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw veestal en gierkelder in bestaande schuur ;NL 0834;2010;K50771752;9,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0316-01;BR1039-1953;Hendrikstraat;;Prins Hendrikstraat  Raamsdonksveer;Prins Hendrikstraat;;Prins;Prins Hendrikstraat;;1039;1953;NL-0834-531039;Beschikking;Bouwvergunning Beschikking Vervangen houten schuurtje door stenen schuurtje Prins Hendrikstraat   Raamsdonksveer 31-7-1953;1953.07.31;Vervangen houten schuurtje door stenen schuurtje;Bouwvergunning Vervangen houten schuurtje door stenen schuurtje Prins Hendrikstraat   Raamsdonksveer 31-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vervangen houten schuurtje door stenen schuurtje;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0317-01;BR1040-1953;Keizersveer;; Keizersveer  Raamsdonksveer; Keizersveer;;;Keizersveer;;1040;1953;NL-0834-531040;Beschikking;Bouwvergunning Beschikking Bouw keuken - badgebouw  Keizersveer   Raamsdonksveer 31-7-1953;1953.07.31;Bouw keuken - badgebouw;Bouwvergunning Bouw keuken - badgebouw  Keizersveer   Raamsdonksveer 31-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw keuken - badgebouw;NL 0834;2010;K50771752;9,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0317-02;BR1040-1953;Keizersveer;; Keizersveer  Raamsdonksveer; Keizersveer;;;Keizersveer;;1040;1953;NL-0834-531040;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw keuken - badgebouw  Keizersveer   Raamsdonksveer 31-7-1953;1953.07.31;Bouw keuken - badgebouw;Bouwvergunning Bouw keuken - badgebouw  Keizersveer   Raamsdonksveer 31-7-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw keuken - badgebouw;NL 0834;2010;K50771752;135,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0318-01;BR1048-1953;Boterpolderlaan;4941ZM; Boterpolderlaan 2 Raamsdonksveer; Boterpolderlaan;2;;Boterpolderlaan 2;4941ZM;1048;1953;NL-0834-531048;Beschikking;Bouwvergunning Beschikking Herbouwen beschadigd pakhuis na watersnoodramp  Boterpolderlaan 2 4941ZM Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen beschadigd pakhuis na watersnoodramp;Bouwvergunning Herbouwen beschadigd pakhuis na watersnoodramp  Boterpolderlaan 2 4941ZM Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen beschadigd pakhuis na watersnoodramp;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0318-02;BR1048-1953;Boterpolderlaan;4941ZM; Boterpolderlaan 2 Raamsdonksveer; Boterpolderlaan;2;;Boterpolderlaan 2;4941ZM;1048;1953;NL-0834-531048;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen beschadigd pakhuis na watersnoodramp  Boterpolderlaan 2 4941ZM Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen beschadigd pakhuis na watersnoodramp;Bouwvergunning Herbouwen beschadigd pakhuis na watersnoodramp  Boterpolderlaan 2 4941ZM Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen beschadigd pakhuis na watersnoodramp;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0319-01;BR1049-1953;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;1049;1953;NL-0834-531049;Beschikking;Bouwvergunning Beschikking Herbouwen dubbel woonhuis  Beatrixlaan   Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen dubbel woonhuis;Bouwvergunning Herbouwen dubbel woonhuis  Beatrixlaan   Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen dubbel woonhuis;NL 0834;2010;K50771752;9,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0319-02;BR1049-1953;Beatrixlaan;; Beatrixlaan  Raamsdonksveer; Beatrixlaan;;;Beatrixlaan;;1049;1953;NL-0834-531049;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen dubbel woonhuis  Beatrixlaan   Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen dubbel woonhuis;Bouwvergunning Herbouwen dubbel woonhuis  Beatrixlaan   Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen dubbel woonhuis;NL 0834;2010;K50771752;96,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0320-01;BR1050-1953;Kerkstraat;4941DR;Grote Kerkstraat 94 Raamsdonksveer;Grote Kerkstraat;94;Grote;Grote Kerkstraat 94;4941DR;1050;1953;NL-0834-531050;Beschikking;Bouwvergunning Beschikking Vernieuwen varkenshok en paardenstal Grote Kerkstraat 94 4941DR Raamsdonksveer 14-8-1953;1953.08.14;Vernieuwen varkenshok en paardenstal;Bouwvergunning Vernieuwen varkenshok en paardenstal Grote Kerkstraat 94 4941DR Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen varkenshok en paardenstal;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0321-01;BR1051-1953;Hendrikstraat;;Prins Hendrikstraat  Raamsdonksveer;Prins Hendrikstraat;;Prins;Prins Hendrikstraat;;1051;1953;NL-0834-531051;Beschikking;Bouwvergunning Beschikking Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;1953.08.14;Bouw bovenwoning met pakhuis;Bouwvergunning Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bovenwoning met pakhuis;NL 0834;2010;K50771752;8,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0321-02;BR1051-1953;Hendrikstraat;;Prins Hendrikstraat  Raamsdonksveer;Prins Hendrikstraat;;Prins;Prins Hendrikstraat;;1051;1953;NL-0834-531051;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;1953.08.14;Bouw bovenwoning met pakhuis;Bouwvergunning Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bovenwoning met pakhuis;NL 0834;2010;K50771752;36,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0321-03;BR1051-1953;Hendrikstraat;;Prins Hendrikstraat  Raamsdonksveer;Prins Hendrikstraat;;Prins;Prins Hendrikstraat;;1051;1953;NL-0834-531051;Overige documenten;Bouwvergunning Overige documenten Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;1953.08.14;Bouw bovenwoning met pakhuis;Bouwvergunning Bouw bovenwoning met pakhuis Prins Hendrikstraat   Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bovenwoning met pakhuis;NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0322-01;BR1052-1953;Sandoel;; Sandoel 1 Raamsdonksveer; Sandoel;1;;Sandoel 1;;1052;1953;NL-0834-531052;Beschikking;Bouwvergunning Beschikking Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp  Sandoel 1  Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp;Bouwvergunning Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp  Sandoel 1  Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp;NL 0834;2010;K50771752;5,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0322-02;BR1052-1953;Sandoel;; Sandoel 1 Raamsdonksveer; Sandoel;1;;Sandoel 1;;1052;1953;NL-0834-531052;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp  Sandoel 1  Raamsdonksveer 14-8-1953;1953.08.14;Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp;Bouwvergunning Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp  Sandoel 1  Raamsdonksveer 14-8-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen verwoeste bakkerij met winkel - woonhuis na watersnoodramp;NL 0834;2010;K50771752;40,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
