Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;;
GDB-0288-02;BR967-1953;Keizersdijk;; Keizersdijk  Raamsdonksveer; Keizersdijk;;;Keizersdijk;;967;1953;NL-0834-530967;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen vernielde schuur na watersnoodramp  Keizersdijk   Raamsdonksveer 22-5-1953;1953.05.22;Herbouwen vernielde schuur na watersnoodramp;Bouwvergunning Herbouwen vernielde schuur na watersnoodramp  Keizersdijk   Raamsdonksveer 22-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen vernielde schuur na watersnoodramp;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0289-01;BR968-1953;Kerklaan;4944VA; Kerklaan 9 Raamsdonk; Kerklaan;9;;Kerklaan 9;4944VA;968;1953;NL-0834-530968;Beschikking;Bouwvergunning Beschikking Bouw wagenberging en machineloods  Kerklaan 9 4944VA Raamsdonk 22-5-1953;1953.05.22;Bouw wagenberging en machineloods;Bouwvergunning Bouw wagenberging en machineloods  Kerklaan 9 4944VA Raamsdonk 22-5-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw wagenberging en machineloods;NL 0834;2010;K50771752;6,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0289-02;BR968-1953;Kerklaan;4944VA; Kerklaan 9 Raamsdonk; Kerklaan;9;;Kerklaan 9;4944VA;968;1953;NL-0834-530968;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw wagenberging en machineloods  Kerklaan 9 4944VA Raamsdonk 22-5-1953;1953.05.22;Bouw wagenberging en machineloods;Bouwvergunning Bouw wagenberging en machineloods  Kerklaan 9 4944VA Raamsdonk 22-5-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw wagenberging en machineloods;NL 0834;2010;K50771752;16,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0290-01;BR970-1953;Sandoel;4941DV; Sandoel 43 Raamsdonksveer; Sandoel;43;;Sandoel 43;4941DV;970;1953;NL-0834-530970;Beschikking;Bouwvergunning Beschikking Herstellen beschadigde bakkerij na watersnoodramp  Sandoel 43 4941DV Raamsdonksveer 29-5-1953;1953.05.29;Herstellen beschadigde bakkerij na watersnoodramp;Bouwvergunning Herstellen beschadigde bakkerij na watersnoodramp  Sandoel 43 4941DV Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herstellen beschadigde bakkerij na watersnoodramp;NL 0834;2010;K50771752;8,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0290-02;BR970-1953;Sandoel;4941DV; Sandoel 43 Raamsdonksveer; Sandoel;43;;Sandoel 43;4941DV;970;1953;NL-0834-530970;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herstellen beschadigde bakkerij na watersnoodramp  Sandoel 43 4941DV Raamsdonksveer 29-5-1953;1953.05.29;Herstellen beschadigde bakkerij na watersnoodramp;Bouwvergunning Herstellen beschadigde bakkerij na watersnoodramp  Sandoel 43 4941DV Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herstellen beschadigde bakkerij na watersnoodramp;NL 0834;2010;K50771752;11,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0291-01;BR971-1953;Keizersdijk;; Keizersdijk  Raamsdonksveer; Keizersdijk;;;Keizersdijk;;971;1953;NL-0834-530971;Beschikking;Bouwvergunning Beschikking Herstellen magazijn  Keizersdijk   Raamsdonksveer 29-5-1953;1953.05.29;Herstellen magazijn;Bouwvergunning Herstellen magazijn  Keizersdijk   Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herstellen magazijn;NL 0834;2010;K50771752;6,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0291-02;BR971-1953;Keizersdijk;; Keizersdijk  Raamsdonksveer; Keizersdijk;;;Keizersdijk;;971;1953;NL-0834-530971;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herstellen magazijn  Keizersdijk   Raamsdonksveer 29-5-1953;1953.05.29;Herstellen magazijn;Bouwvergunning Herstellen magazijn  Keizersdijk   Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herstellen magazijn;NL 0834;2010;K50771752;10,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0292-01;BR973-1953;Sandoel;4941DV; Sandoel 47 Raamsdonksveer; Sandoel;47;;Sandoel 47;4941DV;973;1953;NL-0834-530973;Beschikking;Bouwvergunning Beschikking Herbouwen vernield kippenhok na watersnoodramp  Sandoel 47 4941DV Raamsdonksveer 29-5-1953;1953.05.29;Herbouwen vernield kippenhok na watersnoodramp;Bouwvergunning Herbouwen vernield kippenhok na watersnoodramp  Sandoel 47 4941DV Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen vernield kippenhok na watersnoodramp;NL 0834;2010;K50771752;1,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0293-01;BR974-1953;Oranjestraat;4941JR; Oranjestraat 24 Raamsdonksveer; Oranjestraat;24;;Oranjestraat 24;4941JR;974;1953;NL-0834-530974;Beschikking;Bouwvergunning Beschikking Vernieuwen achtergevel woning  Oranjestraat 24 4941JR Raamsdonksveer 15-5-1953;1953.05.15;Vernieuwen achtergevel woning;Bouwvergunning Vernieuwen achtergevel woning  Oranjestraat 24 4941JR Raamsdonksveer 15-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen achtergevel woning;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0294-01;BR975a-1953;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;975a;1953;NL-0834-530975A;Beschikking;Bouwvergunning Beschikking Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;1953.05.29;Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;Bouwvergunning Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;NL 0834;2010;K50771752;0,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0294-02;BR975a-1953;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;975a;1953;NL-0834-530975A;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;1953.05.29;Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;Bouwvergunning Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;NL 0834;2010;K50771752;64,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0294-03;BR975a-1953;Boterpolder;; Boterpolder  Raamsdonksveer; Boterpolder;;;Boterpolder;;975a;1953;NL-0834-530975A;Overige documenten;Bouwvergunning Overige documenten Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;1953.05.29;Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;Bouwvergunning Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat  Boterpolder   Raamsdonksveer 29-5-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 34 woningen Boterpolder en bouw 6 woningen aan de Raadhuistraat;NL 0834;2010;K50771752;14,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0296-01;BR976-1953;Kerkstraat;;Grote Kerkstraat 49 Raamsdonksveer;Grote Kerkstraat;49;Grote;Grote Kerkstraat 49;;976;1953;NL-0834-530976;Beschikking;Bouwvergunning Beschikking Bouw garage Grote Kerkstraat 49  Raamsdonksveer 4-6-1953;1953.06.04;Bouw garage;Bouwvergunning Bouw garage Grote Kerkstraat 49  Raamsdonksveer 4-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0296-02;BR976-1953;Kerkstraat;;Grote Kerkstraat 49 Raamsdonksveer;Grote Kerkstraat;49;Grote;Grote Kerkstraat 49;;976;1953;NL-0834-530976;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage Grote Kerkstraat 49  Raamsdonksveer 4-6-1953;1953.06.04;Bouw garage;Bouwvergunning Bouw garage Grote Kerkstraat 49  Raamsdonksveer 4-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0297-01;BR977-1953;Kerkstraat;;Grote Kerkstraat 99 Raamsdonksveer;Grote Kerkstraat;99;Grote;Grote Kerkstraat 99;;977;1953;NL-0834-530977;Beschikking;Bouwvergunning Beschikking Herbouwen vernielde schansmuur na watersnoodramp Grote Kerkstraat 99  Raamsdonksveer 4-6-1953;1953.06.04;Herbouwen vernielde schansmuur na watersnoodramp;Bouwvergunning Herbouwen vernielde schansmuur na watersnoodramp Grote Kerkstraat 99  Raamsdonksveer 4-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen vernielde schansmuur na watersnoodramp;NL 0834;2010;K50771752;2,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0298-01;BR987-1953;Kerkstraat;4941DR;Grote Kerkstraat 86 Raamsdonksveer;Grote Kerkstraat;86;Grote;Grote Kerkstraat 86;4941DR;987;1953;NL-0834-530987;Beschikking;Bouwvergunning Beschikking Herbouwen vernield schuurtje na watersnoodramp Grote Kerkstraat 86 4941DR Raamsdonksveer 12-6-1953;1953.06.12;Herbouwen vernield schuurtje na watersnoodramp;Bouwvergunning Herbouwen vernield schuurtje na watersnoodramp Grote Kerkstraat 86 4941DR Raamsdonksveer 12-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen vernield schuurtje na watersnoodramp;NL 0834;2010;K50771752;1,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0299-01;BR988-1953;Stationstraat;4944AK; Stationstraat 8 Raamsdonk; Stationstraat;8;;Stationstraat 8;4944AK;988;1953;NL-0834-530988;Beschikking;Bouwvergunning Beschikking Bouw bergplaats  Stationstraat 8 4944AK Raamsdonk 12-6-1953;1953.06.12;Bouw bergplaats;Bouwvergunning Bouw bergplaats  Stationstraat 8 4944AK Raamsdonk 12-6-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bergplaats;NL 0834;2010;K50771752;1,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0300-01;BR989-1953;Keizersdijk;4941GG; Keizersdijk 48 Raamsdonksveer; Keizersdijk;48;;Keizersdijk 48;4941GG;989;1953;NL-0834-530989;Beschikking;Bouwvergunning Beschikking Bouw loods met scheidingsmuur  Keizersdijk 48 4941GG Raamsdonksveer 12-6-1953;1953.06.12;Bouw loods met scheidingsmuur;Bouwvergunning Bouw loods met scheidingsmuur  Keizersdijk 48 4941GG Raamsdonksveer 12-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw loods met scheidingsmuur;NL 0834;2010;K50771752;11,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0300-02;BR989-1953;Keizersdijk;4941GG; Keizersdijk 48 Raamsdonksveer; Keizersdijk;48;;Keizersdijk 48;4941GG;989;1953;NL-0834-530989;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw loods met scheidingsmuur  Keizersdijk 48 4941GG Raamsdonksveer 12-6-1953;1953.06.12;Bouw loods met scheidingsmuur;Bouwvergunning Bouw loods met scheidingsmuur  Keizersdijk 48 4941GG Raamsdonksveer 12-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw loods met scheidingsmuur;NL 0834;2010;K50771752;6,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0301-01;BR990-1953;Oosterhoutseweg;4941WZ; Oosterhoutseweg 22 Raamsdonksveer; Oosterhoutseweg;22;;Oosterhoutseweg 22;4941WZ;990;1953;NL-0834-530990;Beschikking;Bouwvergunning Beschikking Herbouwen woonhuis  Oosterhoutseweg 22 4941WZ Raamsdonksveer 19-6-1953;1953.06.19;Herbouwen woonhuis;Bouwvergunning Herbouwen woonhuis  Oosterhoutseweg 22 4941WZ Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen woonhuis;NL 0834;2010;K50771752;7,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0301-02;BR990-1953;Oosterhoutseweg;4941WZ; Oosterhoutseweg 22 Raamsdonksveer; Oosterhoutseweg;22;;Oosterhoutseweg 22;4941WZ;990;1953;NL-0834-530990;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen woonhuis  Oosterhoutseweg 22 4941WZ Raamsdonksveer 19-6-1953;1953.06.19;Herbouwen woonhuis;Bouwvergunning Herbouwen woonhuis  Oosterhoutseweg 22 4941WZ Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen woonhuis;NL 0834;2010;K50771752;32,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0302-01;BR991-1953;Stationstraat;4944AJ; Stationstraat 13 Raamsdonk; Stationstraat;13;;Stationstraat 13;4944AJ;991;1953;NL-0834-530991;Beschikking;Bouwvergunning Beschikking Herbouwen woonhuis met berging  Stationstraat 13 4944AJ Raamsdonk 19-6-1953;1953.06.19;Herbouwen woonhuis met berging;Bouwvergunning Herbouwen woonhuis met berging  Stationstraat 13 4944AJ Raamsdonk 19-6-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen woonhuis met berging;NL 0834;2010;K50771752;15,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0302-02;BR991-1953;Stationstraat;4944AJ; Stationstraat 13 Raamsdonk; Stationstraat;13;;Stationstraat 13;4944AJ;991;1953;NL-0834-530991;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen woonhuis met berging  Stationstraat 13 4944AJ Raamsdonk 19-6-1953;1953.06.19;Herbouwen woonhuis met berging;Bouwvergunning Herbouwen woonhuis met berging  Stationstraat 13 4944AJ Raamsdonk 19-6-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen woonhuis met berging;NL 0834;2010;K50771752;39,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0303-01;BR992-1953;Oosterhoutseweg;4941WZ; Oosterhoutseweg 20 Raamsdonksveer; Oosterhoutseweg;20;;Oosterhoutseweg 20;4941WZ;992;1953;NL-0834-530992;Beschikking;Bouwvergunning Beschikking Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;1953.06.19;Herbouwen woonhuis;Bouwvergunning Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Herbouwen woonhuis;NL 0834;2010;K50771752;8,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0303-02;BR992-1953;Oosterhoutseweg;4941WZ; Oosterhoutseweg 20 Raamsdonksveer; Oosterhoutseweg;20;;Oosterhoutseweg 20;4941WZ;992;1953;NL-0834-530992;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;1953.06.19;Herbouwen woonhuis;Bouwvergunning Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Herbouwen woonhuis;NL 0834;2010;K50771752;22,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0303-03;BR992-1953;Oosterhoutseweg;4941WZ; Oosterhoutseweg 20 Raamsdonksveer; Oosterhoutseweg;20;;Oosterhoutseweg 20;4941WZ;992;1953;NL-0834-530992;Overige documenten;Bouwvergunning Overige documenten Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;1953.06.19;Herbouwen woonhuis;Bouwvergunning Herbouwen woonhuis  Oosterhoutseweg 20 4941WZ Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Herbouwen woonhuis;NL 0834;2010;K50771752;25,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0304-01;BR994-1953;Julianalaan;4941JG; Julianalaan 112 Raamsdonksveer; Julianalaan;112;;Julianalaan 112;4941JG;994;1953;NL-0834-530994;Beschikking;Bouwvergunning Beschikking Verbouwen balkon tot erker  Julianalaan 112 4941JG Raamsdonksveer 19-6-1953;1953.06.19;Verbouwen balkon tot erker;Bouwvergunning Verbouwen balkon tot erker  Julianalaan 112 4941JG Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen balkon tot erker;NL 0834;2010;K50771752;7,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0304-02;BR994-1953;Julianalaan;4941JG; Julianalaan 112 Raamsdonksveer; Julianalaan;112;;Julianalaan 112;4941JG;994;1953;NL-0834-530994;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen balkon tot erker  Julianalaan 112 4941JG Raamsdonksveer 19-6-1953;1953.06.19;Verbouwen balkon tot erker;Bouwvergunning Verbouwen balkon tot erker  Julianalaan 112 4941JG Raamsdonksveer 19-6-1953;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen balkon tot erker;NL 0834;2010;K50771752;12,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
GDB-0305-01;BR1000-1953;Schansstraat;4944AH; Schansstraat 14 Raamsdonk; Schansstraat;14;;Schansstraat 14;4944AH;1000;1953;NL-0834-531000;Beschikking;Bouwvergunning Beschikking Verbouwen bestaande veestalling  Schansstraat 14 4944AH Raamsdonk 26-6-1953;1953.06.26;Verbouwen bestaande veestalling;Bouwvergunning Verbouwen bestaande veestalling  Schansstraat 14 4944AH Raamsdonk 26-6-1953;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen bestaande veestalling;NL 0834;2010;K50771752;7,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;;
