Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-4636-01;BR046-1988;Windvang;4942BX; Windvang 10 Raamsdonksveer; Windvang;10;;Windvang 10;4942BX;46;1988;NL-0834-880046;Beschikking;Bouwvergunning Beschikking bouw hobbyruimte windvang 10  4942BX Raamsdonksveer 5-4-1988;1988.04.05;Vergroten woonhuis;Bouwvergunning Vergroten woonhuis  Windvang 10 4942BX Raamsdonksveer 5-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten woonhuis;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4636-02;BR046-1988;Windvang;4942BX; Windvang 10 Raamsdonksveer; Windvang;10;;Windvang 10;4942BX;46;1988;NL-0834-880046;Tekening ( technisch );Bouwvergunning Tekening (technisch) bouw hobbyruimte windvang 10  4942BX Raamsdonksveer 5-4-1989;1988.04.05;Vergroten woonhuis;Bouwvergunning Vergroten woonhuis  Windvang 10 4942BX Raamsdonksveer 5-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten woonhuis;NL 0834;2010;K50771752;9,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4638-01;BR048-1988;Julianalaan;4941JA; Julianalaan 5b Raamsdonksveer; Julianalaan;5b;;Julianalaan 5b;4941JA;48;1988;NL-0834-880048;Beschikking;Bouwvergunning Beschikking Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;1988.04.12;Maken hobbyruimte met berging;Bouwvergunning Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken hobbyruimte met berging;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4638-02;BR048-1988;Julianalaan;4941JA; Julianalaan 5b Raamsdonksveer; Julianalaan;5b;;Julianalaan 5b;4941JA;48;1988;NL-0834-880048;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;1988.04.12;Maken hobbyruimte met berging;Bouwvergunning Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Maken hobbyruimte met berging;NL 0834;2010;K50771752;15,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4638-03;BR048-1988;Julianalaan;4941JA; Julianalaan 5b Raamsdonksveer; Julianalaan;5b;;Julianalaan 5b;4941JA;48;1988;NL-0834-880048;Overige documenten;Bouwvergunning Overige documenten Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;1988.04.12;Maken hobbyruimte met berging;Bouwvergunning Maken hobbyruimte met berging  Julianalaan 5b 4941JA Raamsdonksveer 12-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Maken hobbyruimte met berging;NL 0834;2010;K50771752;0,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4639-01;BR049-1988;Kerkstraat;4941DM;Grote Kerkstraat 1 Raamsdonksveer;Grote Kerkstraat;1;Grote;Grote Kerkstraat 1;;49;1988;NL-0834-880049;Beschikking;Bouwvergunning Beschikking Verbouwen bovenwoning Grote Kerkstraat 1  Raamsdonksveer 12-4-1988;1988.04.12;Verbouwen bovenwoning;Bouwvergunning Verbouwen bovenwoning Grote Kerkstraat 1  Raamsdonksveer 12-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen bovenwoning;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4639-02;BR049-1988;Kerkstraat;4941DM;Grote Kerkstraat 1 Raamsdonksveer;Grote Kerkstraat;1;Grote;Grote Kerkstraat 1;;49;1988;NL-0834-880049;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen bovenwoning Grote Kerkstraat 1  Raamsdonksveer 12-4-1988;1988.04.12;Verbouwen bovenwoning;Bouwvergunning Verbouwen bovenwoning Grote Kerkstraat 1  Raamsdonksveer 12-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen bovenwoning;NL 0834;2010;K50771752;31,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4640-01;BR050-1988;Delftstraat;4941ZT;Theo van Delftstraat 4 Raamsdonksveer;Theo van Delftstraat;4;Theo van;Theo van Delftstraat 4;4941ZT;50;1988;NL-0834-880050;Beschikking;Bouwvergunning Beschikking Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;1988.04.19;Bouw opslagloods;Bouwvergunning Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw opslagloods;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4640-02;BR050-1988;Delftstraat;4941ZT;Theo van Delftstraat 4 Raamsdonksveer;Theo van Delftstraat;4;Theo van;Theo van Delftstraat 4;4941ZT;50;1988;NL-0834-880050;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;1988.04.19;Bouw opslagloods;Bouwvergunning Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw opslagloods;NL 0834;2010;K50771752;83,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4640-03;BR050-1988;Delftstraat;4941ZT;Theo van Delftstraat 4 Raamsdonksveer;Theo van Delftstraat;4;Theo van;Theo van Delftstraat 4;4941ZT;50;1988;NL-0834-880050;Overige documenten;Bouwvergunning Overige documenten Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;1988.04.19;Bouw opslagloods;Bouwvergunning Bouw opslagloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw opslagloods;NL 0834;2010;K50771752;11,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4641-01;BR052-1988;Maasdijk;4941TD; Maasdijk 20 Raamsdonksveer; Maasdijk;20;;Maasdijk 20;4941TD;52;1988;NL-0834-880052;Beschikking;Bouwvergunning Beschikking Uitbreiden café - restaurant   Maasdijk 20 4941TD Raamsdonksveer 19-4-1988;1988.04.19;Uitbreiden café - restaurant ;Bouwvergunning Uitbreiden café - restaurant   Maasdijk 20 4941TD Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden café - restaurant ;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4641-02;BR052-1988;Maasdijk;4941TD; Maasdijk 20 Raamsdonksveer; Maasdijk;20;;Maasdijk 20;4941TD;52;1988;NL-0834-880052;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden café - restaurant   Maasdijk 20 4941TD Raamsdonksveer 19-4-1988;1988.04.19;Uitbreiden café - restaurant ;Bouwvergunning Uitbreiden café - restaurant   Maasdijk 20 4941TD Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden café - restaurant ;NL 0834;2010;K50771752;10,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4642-01;BR053-1988;Delftstraat;4941ZT;Theo van Delftstraat 4 Raamsdonksveer;Theo van Delftstraat;4;Theo van;Theo van Delftstraat 4;4941ZT;53;1988;NL-0834-880053;Beschikking;Bouwvergunning Beschikking Plaatsen romneyloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;1988.04.19;Plaatsen romneyloods;Bouwvergunning Plaatsen romneyloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen romneyloods;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4642-02;BR053-1988;Delftstraat;4941ZT;Theo van Delftstraat 4 Raamsdonksveer;Theo van Delftstraat;4;Theo van;Theo van Delftstraat 4;4941ZT;53;1988;NL-0834-880053;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen romneyloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;1988.04.19;Plaatsen romneyloods;Bouwvergunning Plaatsen romneyloods Theo van Delftstraat 4 4941ZT Raamsdonksveer 19-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen romneyloods;NL 0834;2010;K50771752;11,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4643-01;BR054-1988;Ottergeerde;4941VM; Ottergeerde 24 Raamsdonksveer; Ottergeerde;24;;Ottergeerde 24;4941VM;54;1988;NL-0834-880054;Beschikking;Bouwvergunning Beschikking Plaatsen laboratorium en kantoorunit  Ottergeerde 24 4941VM Raamsdonksveer 26-4-1988;1988.04.26;Plaatsen laboratorium en kantoorunit;Bouwvergunning Plaatsen laboratorium en kantoorunit  Ottergeerde 24 4941VM Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen laboratorium en kantoorunit;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4643-02;BR054-1988;Ottergeerde;4941VM; Ottergeerde 24 Raamsdonksveer; Ottergeerde;24;;Ottergeerde 24;4941VM;54;1988;NL-0834-880054;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen laboratorium en kantoorunit  Ottergeerde 24 4941VM Raamsdonksveer 26-4-1988;1988.04.26;Plaatsen laboratorium en kantoorunit;Bouwvergunning Plaatsen laboratorium en kantoorunit  Ottergeerde 24 4941VM Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen laboratorium en kantoorunit;NL 0834;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4644-01;BR055-1988;Gravenhof;4944VM; Gravenhof 13 Raamsdonk; Gravenhof;13;;Gravenhof 13;4944VM;55;1988;NL-0834-880055;Beschikking;Bouwvergunning Beschikking Vergroten keuken en bouw garage  Gravenhof 13 4944VM Raamsdonk 26-4-1988;1988.04.26;Vergroten keuken en bouw garage;Bouwvergunning Vergroten keuken en bouw garage  Gravenhof 13 4944VM Raamsdonk 26-4-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten keuken en bouw garage;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4644-02;BR055-1988;Gravenhof;4944VM; Gravenhof 13 Raamsdonk; Gravenhof;13;;Gravenhof 13;4944VM;55;1988;NL-0834-880055;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten keuken en bouw garage  Gravenhof 13 4944VM Raamsdonk 26-4-1988;1988.04.26;Vergroten keuken en bouw garage;Bouwvergunning Vergroten keuken en bouw garage  Gravenhof 13 4944VM Raamsdonk 26-4-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten keuken en bouw garage;NL 0834;2010;K50771752;7,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4645-01;BR056-1988;Elftweg;4941VR; Elftweg 3 Raamsdonksveer; Elftweg;3;;Elftweg 3;4941VR;56;1988;NL-0834-880056;Beschikking;Bouwvergunning Beschikking Bouw kantoorpand  Elftweg 3 4941VR Raamsdonksveer 26-4-1988;1988.04.26;Bouw kantoorpand;Bouwvergunning Bouw kantoorpand  Elftweg 3 4941VR Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw kantoorpand;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4645-02;BR056-1988;Elftweg;4941VR; Elftweg 3 Raamsdonksveer; Elftweg;3;;Elftweg 3;4941VR;56;1988;NL-0834-880056;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw kantoorpand  Elftweg 3 4941VR Raamsdonksveer 26-4-1988;1988.04.26;Bouw kantoorpand;Bouwvergunning Bouw kantoorpand  Elftweg 3 4941VR Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw kantoorpand;NL 0834;2010;K50771752;17,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4646-01;BR056a-1988;Irenestraat;4941JN; Irenestraat 15 Raamsdonksveer; Irenestraat;15;;Irenestraat 15;4941JN;56a;1988;NL-0834-880056a;Beschikking;Bouwvergunning Beschikking Vergroten en bouw berging  Irenestraat 15 4941JN Raamsdonksveer 9-2-1988;1988.02.09;Vergroten en bouw berging;Bouwvergunning Vergroten en bouw berging  Irenestraat 15 4941JN Raamsdonksveer 9-2-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten en bouw berging;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4646-02;BR056a-1988;Irenestraat;4941JN; Irenestraat 15 Raamsdonksveer; Irenestraat;15;;Irenestraat 15;4941JN;56a;1988;NL-0834-880056a;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten en bouw berging  Irenestraat 15 4941JN Raamsdonksveer 9-2-1988;1988.02.09;Vergroten en bouw berging;Bouwvergunning Vergroten en bouw berging  Irenestraat 15 4941JN Raamsdonksveer 9-2-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten en bouw berging;NL 0834;2010;K50771752;9,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4647-01;BR057-1988;Namer;4941CA; Namer 2 Raamsdonksveer; Namer;2;;Namer 2;4941CA;57;1988;NL-0834-880057;Beschikking;Bouwvergunning Beschikking Plaatsen unit voor huisvesting mindervalide  Namer 2 4941CA Raamsdonksveer 26-4-1988;1988.04.26;Plaatsen unit voor huisvesting mindervalide;Bouwvergunning Plaatsen unit voor huisvesting mindervalide  Namer 2 4941CA Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen unit voor huisvesting mindervalide;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4647-02;BR057-1988;Namer;4941CA; Namer 2 Raamsdonksveer; Namer;2;;Namer 2;4941CA;57;1988;NL-0834-880057;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen unit voor huisvesting mindervalide  Namer 2 4941CA Raamsdonksveer 26-4-1988;1988.04.26;Plaatsen unit voor huisvesting mindervalide;Bouwvergunning Plaatsen unit voor huisvesting mindervalide  Namer 2 4941CA Raamsdonksveer 26-4-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen unit voor huisvesting mindervalide;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4648-01;BR058-1988;Schapendonk;4942CG; Schapendonk 82 Raamsdonksveer; Schapendonk;82;;Schapendonk 82;4942CG;58;1988;NL-0834-880058;Beschikking;Bouwvergunning Beschikking Vergroten dakkapel voor- en achterzijde  Schapendonk 82 4942CG Raamsdonksveer 3-5-1988;1988.05.03;Vergroten dakkapel voor- en achterzijde;Bouwvergunning Vergroten dakkapel voor- en achterzijde  Schapendonk 82 4942CG Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten dakkapel voor- en achterzijde;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4648-02;BR058-1988;Schapendonk;4942CG; Schapendonk 82 Raamsdonksveer; Schapendonk;82;;Schapendonk 82;4942CG;58;1988;NL-0834-880058;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten dakkapel voor- en achterzijde  Schapendonk 82 4942CG Raamsdonksveer 3-5-1988;1988.05.03;Vergroten dakkapel voor- en achterzijde;Bouwvergunning Vergroten dakkapel voor- en achterzijde  Schapendonk 82 4942CG Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten dakkapel voor- en achterzijde;NL 0834;2010;K50771752;7,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4649-01;BR059-1988;Kerkstraat;4944XB; Kerkstraat 41 Raamsdonk; Kerkstraat;41;;Kerkstraat 41;4944XB;59;1988;NL-0834-880059;Beschikking;Bouwvergunning Beschikking Plaatsen en veranderen erfafscheiding  Kerkstraat 41 4944XB Raamsdonk 3-5-1988;1988.05.03;Plaatsen en veranderen erfafscheiding;Bouwvergunning Plaatsen en veranderen erfafscheiding  Kerkstraat 41 4944XB Raamsdonk 3-5-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen en veranderen erfafscheiding;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4649-02;BR059-1988;Kerkstraat;4944XB; Kerkstraat 41 Raamsdonk; Kerkstraat;41;;Kerkstraat 41;4944XB;59;1988;NL-0834-880059;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen en veranderen erfafscheiding  Kerkstraat 41 4944XB Raamsdonk 3-5-1988;1988.05.03;Plaatsen en veranderen erfafscheiding;Bouwvergunning Plaatsen en veranderen erfafscheiding  Kerkstraat 41 4944XB Raamsdonk 3-5-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen en veranderen erfafscheiding;NL 0834;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4650-01;BR060-1988;Prinssenlaan;4941AJ;Burgemeester Prinssenlaan 23 Raamsdonksveer;Burgemeester Prinssenlaan;23;Burgemeester;Burgemeester Prinssenlaan 23;4941AJ;60;1988;NL-0834-880060;Beschikking;Bouwvergunning Beschikking Verbouwen berging Burgemeester Prinssenlaan 23 4941AJ Raamsdonksveer 3-5-1988;1988.05.03;Verbouwen berging;Bouwvergunning Verbouwen berging Burgemeester Prinssenlaan 23 4941AJ Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen berging;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
