Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-4650-02;BR060-1988;Prinssenlaan;4941AJ;Burgemeester Prinssenlaan 23 Raamsdonksveer;Burgemeester Prinssenlaan;23;Burgemeester;Burgemeester Prinssenlaan 23;4941AJ;60;1988;NL-0834-880060;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen berging Burgemeester Prinssenlaan 23 4941AJ Raamsdonksveer 3-5-1988;1988.05.03;Verbouwen berging;Bouwvergunning Verbouwen berging Burgemeester Prinssenlaan 23 4941AJ Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen berging;NL 0834;2010;K50771752;9,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4651-01;BR061-1988;Loddersweer;4942AE; Loddersweer 17 Raamsdonksveer; Loddersweer;17;;Loddersweer 17;4942AE;61;1988;NL-0834-880061;Beschikking;Bouwvergunning Beschikking Plaatsen tuinhuisje  Loddersweer 17 4942AE Raamsdonksveer 3-5-1988;1988.05.03;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Loddersweer 17 4942AE Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen tuinhuisje;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4651-02;BR061-1988;Loddersweer;4942AE; Loddersweer 17 Raamsdonksveer; Loddersweer;17;;Loddersweer 17;4942AE;61;1988;NL-0834-880061;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen tuinhuisje  Loddersweer 17 4942AE Raamsdonksveer 3-5-1988;1988.05.03;Plaatsen tuinhuisje;Bouwvergunning Plaatsen tuinhuisje  Loddersweer 17 4942AE Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen tuinhuisje;NL 0834;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4652-01;BR062-1988;Mulderspad;4942BW; Mulderspad 1 Raamsdonksveer; Mulderspad;1;;Mulderspad 1;4942BW;62;1988;NL-0834-880062;Beschikking;Bouwvergunning Beschikking Bouw garage  Mulderspad 1 4942BW Raamsdonksveer 3-8-1988;1988.08.03;Bouw garage;Bouwvergunning Bouw garage  Mulderspad 1 4942BW Raamsdonksveer 3-8-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;4,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4652-02;BR062-1988;Mulderspad;4942BW; Mulderspad 1 Raamsdonksveer; Mulderspad;1;;Mulderspad 1;4942BW;62;1988;NL-0834-880062;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Mulderspad 1 4942BW Raamsdonksveer 3-5-1988;1988.05.03;Bouw garage;Bouwvergunning Bouw garage  Mulderspad 1 4942BW Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;11,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4653-01;BR063-1988;Engelsewal;4944XK;Engelse wal 21 Raamsdonk;Engelse wal;21;;Engelse wal 21;4944XK;63;1988;NL-0834-880063;Beschikking;Bouwvergunning Beschikking Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;1988.05.03;Uitbreiden woning;Bouwvergunning Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden woning;NL 0834;2010;K50771752;7,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4653-02;BR063-1988;Engelsewal;4944XK;Engelse wal 21 Raamsdonk;Engelse wal;21;;Engelse wal 21;4944XK;63;1988;NL-0834-880063;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;1988.05.03;Uitbreiden woning;Bouwvergunning Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden woning;NL 0834;2010;K50771752;14,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4653-03;BR063-1988;Engelsewal;4944XK;Engelse wal 21 Raamsdonk;Engelse wal;21;;Engelse wal 21;4944XK;63;1988;NL-0834-880063;Overige documenten;Bouwvergunning Overige documenten Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;1988.05.03;Uitbreiden woning;Bouwvergunning Uitbreiden woning Engelse wal 21 4944XK Raamsdonk 3-5-1988;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden woning;NL 0834;2010;K50771752;1,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4654-01;BR064-1988;Oosterhoutseweg;4941WX; Oosterhoutseweg 79 Raamsdonksveer; Oosterhoutseweg;79;;Oosterhoutseweg 79;4941WX;64;1988;NL-0834-880064;Beschikking;Bouwvergunning Beschikking Vernieuwen loods voor stalling van werktuigen  Oosterhoutseweg 79 4941WX Raamsdonksveer 3-5-1988;1988.05.03;Vernieuwen loods voor stalling van werktuigen;Bouwvergunning Vernieuwen loods voor stalling van werktuigen  Oosterhoutseweg 79 4941WX Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vernieuwen loods voor stalling van werktuigen;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4654-02;BR064-1988;Oosterhoutseweg;4941WX; Oosterhoutseweg 79 Raamsdonksveer; Oosterhoutseweg;79;;Oosterhoutseweg 79;4941WX;64;1988;NL-0834-880064;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vernieuwen loods voor stalling van werktuigen  Oosterhoutseweg 79 4941WX Raamsdonksveer 3-5-1988;1988.05.03;Vernieuwen loods voor stalling van werktuigen;Bouwvergunning Vernieuwen loods voor stalling van werktuigen  Oosterhoutseweg 79 4941WX Raamsdonksveer 3-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vernieuwen loods voor stalling van werktuigen;NL 0834;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4655-01;BR065-1988;Ramgatseweg;4941VS; Ramgatseweg 34 Raamsdonksveer; Ramgatseweg;34;;Ramgatseweg 34;4941VS;65;1988;NL-0834-880065;Beschikking;Bouwvergunning Beschikking Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;1988.05.09;Bouw bedrijfsruimte met dienstwoning;Bouwvergunning Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bedrijfsruimte met dienstwoning;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4655-02;BR065-1988;Ramgatseweg;4941VS; Ramgatseweg 34 Raamsdonksveer; Ramgatseweg;34;;Ramgatseweg 34;4941VS;65;1988;NL-0834-880065;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;1988.05.09;Bouw bedrijfsruimte met dienstwoning;Bouwvergunning Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bedrijfsruimte met dienstwoning;NL 0834;2010;K50771752;40,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4655-03;BR065-1988;Ramgatseweg;4941VS; Ramgatseweg 34 Raamsdonksveer; Ramgatseweg;34;;Ramgatseweg 34;4941VS;65;1988;NL-0834-880065;Overige documenten;Bouwvergunning Overige documenten Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;1988.05.09;Bouw bedrijfsruimte met dienstwoning;Bouwvergunning Bouw bedrijfsruimte met dienstwoning  Ramgatseweg 34 4941VS Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw bedrijfsruimte met dienstwoning;NL 0834;2010;K50771752;23,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4656-01;BR067-1988;Brederolaan;4942DC; Brederolaan 20 Raamsdonksveer; Brederolaan;20;;Brederolaan 20;4942DC;67;1988;NL-0834-880067;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning;NL 0834;2010;K50771752;4,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4656-02;BR067-1988;Brederolaan;4942DC; Brederolaan 20 Raamsdonksveer; Brederolaan;20;;Brederolaan 20;4942DC;67;1988;NL-0834-880067;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning;NL 0834;2010;K50771752;31,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4656-03;BR067-1988;Brederolaan;4942DC; Brederolaan 20 Raamsdonksveer; Brederolaan;20;;Brederolaan 20;4942DC;67;1988;NL-0834-880067;Overige documenten;Bouwvergunning Overige documenten Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Brederolaan 20 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw vrijstaande woning;NL 0834;2010;K50771752;12,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4657-01;BR068-1988;Visscherstraat;4942DG;Roemer Visscherstraat 1 Raamsdonksveer;Roemer Visscherstraat;1;Roemer;Roemer Visscherstraat 1;4942DG;68;1988;NL-0834-880068;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning;NL 0834;2010;K50771752;8,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4657-02;BR068-1988;Visscherstraat;4942DG;Roemer Visscherstraat 1 Raamsdonksveer;Roemer Visscherstraat;1;Roemer;Roemer Visscherstraat 1;4942DG;68;1988;NL-0834-880068;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning;NL 0834;2010;K50771752;24,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4657-03;BR068-1988;Visscherstraat;4942DG;Roemer Visscherstraat 1 Raamsdonksveer;Roemer Visscherstraat;1;Roemer;Roemer Visscherstraat 1;4942DG;68;1988;NL-0834-880068;Overige documenten;Bouwvergunning Overige documenten Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning Roemer Visscherstraat 1 4942DG Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw vrijstaande woning;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4658-01;BR069-1988;Lindonklaan;4942BJ; Lindonklaan 52 Raamsdonksveer; Lindonklaan;52;;Lindonklaan 52;4942BJ;69;1988;NL-0834-880069;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4658-02;BR069-1988;Lindonklaan;4942BJ; Lindonklaan 52 Raamsdonksveer; Lindonklaan;52;;Lindonklaan 52;4942BJ;69;1988;NL-0834-880069;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning;NL 0834;2010;K50771752;37,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4658-03;BR069-1988;Lindonklaan;4942BJ; Lindonklaan 52 Raamsdonksveer; Lindonklaan;52;;Lindonklaan 52;4942BJ;69;1988;NL-0834-880069;Overige documenten;Bouwvergunning Overige documenten Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Lindonklaan 52 4942BJ Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw vrijstaande woning;NL 0834;2010;K50771752;28,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4659-01;BR070-1988;Brederolaan;4942DC; Brederolaan 24 Raamsdonksveer; Brederolaan;24;;Brederolaan 24;4942DC;70;1988;NL-0834-880070;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning met tuinmuur;Bouwvergunning Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning met tuinmuur;NL 0834;2010;K50771752;5,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4659-02;BR070-1988;Brederolaan;4942DC; Brederolaan 24 Raamsdonksveer; Brederolaan;24;;Brederolaan 24;4942DC;70;1988;NL-0834-880070;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning met tuinmuur;Bouwvergunning Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning met tuinmuur;NL 0834;2010;K50771752;24,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4659-03;BR070-1988;Brederolaan;4942DC; Brederolaan 24 Raamsdonksveer; Brederolaan;24;;Brederolaan 24;4942DC;70;1988;NL-0834-880070;Overige documenten;Bouwvergunning Overige documenten Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning met tuinmuur;Bouwvergunning Bouw vrijstaande woning met tuinmuur  Brederolaan 24 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw vrijstaande woning met tuinmuur;NL 0834;2010;K50771752;27,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4660-01;BR071-1988;Wilhelminalaan;4941GK; Wilhelminalaan 14a Raamsdonksveer; Wilhelminalaan;14a;;Wilhelminalaan 14a;4941GK;71;1988;NL-0834-880071;Beschikking;Bouwvergunning Beschikking Bouw garage  Wilhelminalaan 14a 4941GK Raamsdonksveer 16-5-1988;1988.05.16;Bouw garage;Bouwvergunning Bouw garage  Wilhelminalaan 14a 4941GK Raamsdonksveer 16-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4660-02;BR071-1988;Wilhelminalaan;4941GK; Wilhelminalaan 14a Raamsdonksveer; Wilhelminalaan;14a;;Wilhelminalaan 14a;4941GK;71;1988;NL-0834-880071;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Wilhelminalaan 14a 4941GK Raamsdonksveer 16-5-1988;1988.05.16;Bouw garage;Bouwvergunning Bouw garage  Wilhelminalaan 14a 4941GK Raamsdonksveer 16-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;10,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4661-01;BR072-1988;Brederolaan;4942DC; Brederolaan 22 Raamsdonksveer; Brederolaan;22;;Brederolaan 22;4942DC;72;1988;NL-0834-880072;Beschikking;Bouwvergunning Beschikking Bouw vrijstaande woning  Brederolaan 22 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Brederolaan 22 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw vrijstaande woning;NL 0834;2010;K50771752;8,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-4661-02;BR072-1988;Brederolaan;4942DC; Brederolaan 22 Raamsdonksveer; Brederolaan;22;;Brederolaan 22;4942DC;72;1988;NL-0834-880072;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw vrijstaande woning  Brederolaan 22 4942DC Raamsdonksveer 9-5-1988;1988.05.09;Bouw vrijstaande woning;Bouwvergunning Bouw vrijstaande woning  Brederolaan 22 4942DC Raamsdonksveer 9-5-1988;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw vrijstaande woning;NL 0834;2010;K50771752;49,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.04;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
