Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-5245-03;BR050-1992;Oosterhoutseweg;4941WZ; Oosterhoutseweg 24 Raamsdonksveer; Oosterhoutseweg;24;;Oosterhoutseweg 24;4941WZ;50;1992;NL-0834-920050;Overige documenten;Bouwvergunning Overige documenten Aanbouw seniorenwoning bij bestaande boerderij  Oosterhoutseweg 24 4941WZ Raamsdonksveer 4-3-1992;1992.03.04;Aanbouw seniorenwoning bij bestaande boerderij;Bouwvergunning Aanbouw seniorenwoning bij bestaande boerderij  Oosterhoutseweg 24 4941WZ Raamsdonksveer 4-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Aanbouw seniorenwoning bij bestaande boerderij;NL 0834;2010;K50771752;17,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5246-01;BR051-1992;Gangboord;4941RE; Gangboord 2 t/m 12 Raamsdonksveer; Gangboord;2 t/m 12;;Gangboord 2 t/m 12;4941RE;51;1992;NL-0834-920051;Beschikking;Bouwvergunning Beschikking Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;1992.03.06;Oprichten kantoor met 4 bovenwoningen;Bouwvergunning Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Oprichten kantoor met 4 bovenwoningen;NL 0834;2010;K50771752;6,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5246-02;BR051-1992;Gangboord;4941RE; Gangboord 2 t/m 12 Raamsdonksveer; Gangboord;2 t/m 12;;Gangboord 2 t/m 12;4941RE;51;1992;NL-0834-920051;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;1992.03.06;Oprichten kantoor met 4 bovenwoningen;Bouwvergunning Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Oprichten kantoor met 4 bovenwoningen;NL 0834;2010;K50771752;180,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5246-03;BR051-1992;Gangboord;4941RE; Gangboord 2 t/m 12 Raamsdonksveer; Gangboord;2 t/m 12;;Gangboord 2 t/m 12;4941RE;51;1992;NL-0834-920051;Overige documenten;Bouwvergunning Overige documenten Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;1992.03.06;Oprichten kantoor met 4 bovenwoningen;Bouwvergunning Oprichten kantoor met 4 bovenwoningen  Gangboord 2 t/m 12  Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Oprichten kantoor met 4 bovenwoningen;NL 0834;2010;K50771752;116,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5247-01;BR052-1992;Rietaak;4941RL;Rietaak 2 t/m 30 Raamsdonksveer ;Rietaak;2 t/m 30;;Rietaak;4941RL;52;1992;NL-0834-920052;Beschikking;Bouwvergunning Beschikking Bouw appartementencomplex Rietaak 2 t/m 30   Raamsdonksveer 6-3-1992;1992.03.06;Bouw appartementencomplex;Bouwvergunning Bouw appartementencomplex Rietaak 2 t/m 30   Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw appartementencomplex;NL 0834;2010;K50771752;7,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5247-02;BR052-1992;Rietaak;4941RL;Rietaak 2 t/m 30 Raamsdonksveer ;Rietaak;2 t/m 30;;Rietaak;4941RL;52;1992;NL-0834-920052;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw appartementencomplex Rietaak 2 t/m 30   Raamsdonksveer 6-3-1992;1992.03.06;Bouw appartementencomplex;Bouwvergunning Bouw appartementencomplex Rietaak 2 t/m 30 Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw appartementencomplex;NL 0834;2010;K50771752;207,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5247-03;BR052-1992;Rietaak;4941RL;Rietaak 2 t/m 30 Raamsdonksveer ;Rietaak;2 t/m 30;;Rietaak;4941RL;52;1992;NL-0834-920052;Overige documenten;Bouwvergunning Overige documenten Bouw appartementencomplex Rietaak 2 t/m 30   Raamsdonksveer 6-3-1992;1992.03.06;Bouw appartementencomplex;Bouwvergunning Bouw appartementencomplex Rietaak 2 t/m 30   Raamsdonksveer 6-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw appartementencomplex;NL 0834;2010;K50771752;76,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5248-01;BR053-1992;Lindonklaan;4942BJ; Lindonklaan 4 Raamsdonksveer; Lindonklaan;4;;Lindonklaan 4;4942BJ;53;1992;NL-0834-920053;Beschikking;Bouwvergunning Beschikking Vergroten garage  Lindonklaan 4 4942BJ Raamsdonksveer 11-3-1992;1992.03.11;Vergroten garage;Bouwvergunning Vergroten garage  Lindonklaan 4 4942BJ Raamsdonksveer 11-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten garage;NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5248-02;BR053-1992;Lindonklaan;4942BJ; Lindonklaan 4 Raamsdonksveer; Lindonklaan;4;;Lindonklaan 4;4942BJ;53;1992;NL-0834-920053;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten garage  Lindonklaan 4 4942BJ Raamsdonksveer 11-3-1992;1992.03.11;Vergroten garage;Bouwvergunning Vergroten garage  Lindonklaan 4 4942BJ Raamsdonksveer 11-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten garage;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5249-01;BR054-1992;Eikendonk;4942BG; Eikendonk 13 Raamsdonksveer; Eikendonk;13;;Eikendonk 13;4942BG;54;1992;NL-0834-920054;Beschikking;Bouwvergunning Beschikking Plaatsen garage en plaatsen raam in buitenmuur  Eikendonk 13 4942BG Raamsdonksveer 12-3-1992;1992.03.12;Plaatsen garage en plaatsen raam in buitenmuur;Bouwvergunning Plaatsen garage en plaatsen raam in buitenmuur  Eikendonk 13 4942BG Raamsdonksveer 12-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen garage en plaatsen raam in buitenmuur;NL 0834;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5249-02;BR054-1992;Eikendonk;4942BG; Eikendonk 13 Raamsdonksveer; Eikendonk;13;;Eikendonk 13;4942BG;54;1992;NL-0834-920054;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen garage en plaatsen raam in buitenmuur  Eikendonk 13 4942BG Raamsdonksveer 12-3-1992;1992.03.12;Plaatsen garage en plaatsen raam in buitenmuur;Bouwvergunning Plaatsen garage en plaatsen raam in buitenmuur  Eikendonk 13 4942BG Raamsdonksveer 12-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen garage en plaatsen raam in buitenmuur;NL 0834;2010;K50771752;5,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5250-01;BR055-1992;Schepenenstraat;4944VR; Schepenenstraat 4 t/m  6 Raamsdonk; Schepenenstraat;4 t/m 6;;Schepenenstraat 4 t/m 6;4944VR;55;1992;NL-0834-920055;Beschikking;Bouwvergunning Beschikking Vergroten berging  Schepenenstraat 4 en 6  Raamsdonk 13-3-1992;1992.03.13;Vergroten berging;Bouwvergunning Vergroten berging  Schepenenstraat 4 en 6  Raamsdonk 13-3-1992;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten berging;NL 0834;2010;K50771752;3,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5250-02;BR055-1992;Schepenenstraat;4944VR; Schepenenstraat 4 t/m  6 Raamsdonk; Schepenenstraat;4 t/m 6;;Schepenenstraat 4 t/m 6;4944VR;55;1992;NL-0834-920055;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten berging  Schepenenstraat 4 en 6  Raamsdonk 13-3-1992;1992.03.13;Vergroten berging;Bouwvergunning Vergroten berging  Schepenenstraat 4 en 6  Raamsdonk 13-3-1992;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten berging;NL 0834;2010;K50771752;16,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5251-01;BR056-1992;Oranjestraat;4941JR; Oranjestraat 30 Raamsdonksveer; Oranjestraat;30;;Oranjestraat 30;4941JR;56;1992;NL-0834-920056;Beschikking;Bouwvergunning Beschikking Verbouwen berging  Oranjestraat 30 4941JR Raamsdonksveer 13-3-1992;1992.03.13;Verbouwen berging;Bouwvergunning Verbouwen berging  Oranjestraat 30 4941JR Raamsdonksveer 13-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen berging;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5251-02;BR056-1992;Oranjestraat;4941JR; Oranjestraat 30 Raamsdonksveer; Oranjestraat;30;;Oranjestraat 30;4941JR;56;1992;NL-0834-920056;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen berging  Oranjestraat 30 4941JR Raamsdonksveer 13-3-1992;1992.03.13;Verbouwen berging;Bouwvergunning Verbouwen berging  Oranjestraat 30 4941JR Raamsdonksveer 13-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen berging;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5252-01;BR057-1992;Brejaartstraat;4941GR; Brejaartstraat 35 Raamsdonksveer; Brejaartstraat;35;;Brejaartstraat 35;4941GR;57;1992;NL-0834-920057;Beschikking;Bouwvergunning Beschikking Bouw badkamer  Brejaartstraat 35 4941GR Raamsdonksveer 13-3-1992;1992.03.13;Bouw badkamer;Bouwvergunning Bouw badkamer  Brejaartstraat 35 4941GR Raamsdonksveer 13-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw badkamer;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5252-02;BR057-1992;Brejaartstraat;4941GR; Brejaartstraat 35 Raamsdonksveer; Brejaartstraat;35;;Brejaartstraat 35;4941GR;57;1992;NL-0834-920057;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw badkamer  Brejaartstraat 35 4941GR Raamsdonksveer 13-3-1992;1992.03.13;Bouw badkamer;Bouwvergunning Bouw badkamer  Brejaartstraat 35 4941GR Raamsdonksveer 13-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw badkamer;NL 0834;2010;K50771752;20,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5253-01;BR058-1992;Haven;4931AH; Haven 22 Raamsdonksveer; Haven;22;;Haven 22;4931AH;58;1992;NL-0834-920058;Beschikking;Bouwvergunning Beschikking Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;1992.03.18;Vergroten schuur en plaatsen carport;Bouwvergunning Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten schuur en plaatsen carport;NL 0834;2010;K50771752;3,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5253-02;BR058-1992;Haven;4931AH; Haven 22 Raamsdonksveer; Haven;22;;Haven 22;4931AH;58;1992;NL-0834-920058;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;1992.03.18;Vergroten schuur en plaatsen carport;Bouwvergunning Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten schuur en plaatsen carport;NL 0834;2010;K50771752;2,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5253-03;BR058-1992;Haven;4931AH; Haven 22 Raamsdonksveer; Haven;22;;Haven 22;4931AH;58;1992;NL-0834-920058;Overige documenten;Bouwvergunning Overige documenten Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;1992.03.18;Vergroten schuur en plaatsen carport;Bouwvergunning Vergroten schuur en plaatsen carport  Haven 22 4931AH Raamsdonksveer 18-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Vergroten schuur en plaatsen carport;NL 0834;2010;K50771752;0,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5254-01;BR059-1992;Oranjestraat;4941JP; Oranjestraat 19 Raamsdonksveer; Oranjestraat;19;;Oranjestraat 19;4941JP;59;1992;NL-0834-920059;Beschikking;Bouwvergunning Beschikking Maken aanbouw achterzijde  Oranjestraat 19 4941JP Raamsdonksveer 18-3-1992;1992.03.18;Maken aanbouw achterzijde;Bouwvergunning Maken aanbouw achterzijde  Oranjestraat 19 4941JP Raamsdonksveer 18-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Maken aanbouw achterzijde;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5254-02;BR059-1992;Oranjestraat;4941JP; Oranjestraat 19 Raamsdonksveer; Oranjestraat;19;;Oranjestraat 19;4941JP;59;1992;NL-0834-920059;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Maken aanbouw achterzijde  Oranjestraat 19 4941JP Raamsdonksveer 18-3-1992;1992.03.18;Maken aanbouw achterzijde;Bouwvergunning Maken aanbouw achterzijde  Oranjestraat 19 4941JP Raamsdonksveer 18-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Maken aanbouw achterzijde;NL 0834;2010;K50771752;10,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5255-01;BR060-1992;Hertogshoef;4941KE; Hertogshoef 102 Raamsdonksveer; Hertogshoef;102;;Hertogshoef 102;4941KE;60;1992;NL-0834-920060;Beschikking;Bouwvergunning Beschikking Plaatsen poort en schutting  Hertogshoef 102 4941KE Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen poort en schutting;Bouwvergunning Plaatsen poort en schutting  Hertogshoef 102 4941KE Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen poort en schutting;NL 0834;2010;K50771752;2,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5255-02;BR060-1992;Hertogshoef;4941KE; Hertogshoef 102 Raamsdonksveer; Hertogshoef;102;;Hertogshoef 102;4941KE;60;1992;NL-0834-920060;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen poort en schutting  Hertogshoef 102 4941KE Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen poort en schutting;Bouwvergunning Plaatsen poort en schutting  Hertogshoef 102 4941KE Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen poort en schutting;NL 0834;2010;K50771752;2,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5256-01;BR061-1992;Hooftlaan;4942DD;P.C. Hooftlaan 1 Raamsdonksveer;P.C. Hooftlaan;1;P.C.;P.C. Hooftlaan 1;4942DD;61;1992;NL-0834-920061;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel achterdakvlak P.C. Hooftlaan 1 4942DD Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen dakkapel achterdakvlak;Bouwvergunning Plaatsen dakkapel achterdakvlak P.C. Hooftlaan 1 4942DD Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel achterdakvlak;NL 0834;2010;K50771752;2,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5256-02;BR061-1992;Hooftlaan;4942DD;P.C. Hooftlaan 1 Raamsdonksveer;P.C. Hooftlaan;1;P.C.;P.C. Hooftlaan 1;4942DD;61;1992;NL-0834-920061;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel achterdakvlak P.C. Hooftlaan 1 4942DD Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen dakkapel achterdakvlak;Bouwvergunning Plaatsen dakkapel achterdakvlak P.C. Hooftlaan 1 4942DD Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel achterdakvlak;NL 0834;2010;K50771752;2,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5257-01;BR062-1992;Zalmweg;4941VX; Zalmweg 38 Raamsdonksveer; Zalmweg;38;;Zalmweg 38;4941VX;62;1992;NL-0834-920062;Beschikking;Bouwvergunning Beschikking Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen bedrijfshal met kantoor;Bouwvergunning Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen bedrijfshal met kantoor;NL 0834;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5257-02;BR062-1992;Zalmweg;4941VX; Zalmweg 38 Raamsdonksveer; Zalmweg;38;;Zalmweg 38;4941VX;62;1992;NL-0834-920062;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen bedrijfshal met kantoor;Bouwvergunning Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen bedrijfshal met kantoor;NL 0834;2010;K50771752;58,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
GDB-5257-03;BR062-1992;Zalmweg;4941VX; Zalmweg 38 Raamsdonksveer; Zalmweg;38;;Zalmweg 38;4941VX;62;1992;NL-0834-920062;Overige documenten;Bouwvergunning Overige documenten Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;1992.03.19;Plaatsen bedrijfshal met kantoor;Bouwvergunning Plaatsen bedrijfshal met kantoor  Zalmweg 38 4941VX Raamsdonksveer 19-3-1992;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Plaatsen bedrijfshal met kantoor;NL 0834;2010;K50771752;12,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.06;Record;Archief ;;;;Niet vertrouwelijk 
