Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-2911-01;BR146-1976;Smidshof 11 t/m 18 1 t/m 8 19 t/m 29;; Smidshof 11 t/m 18 1 t/m 8 19 t/m 29  Raamsdonksveer; Smidshof 11 t/m 18 1 t/m 8 19 t/m 29;;;Smidshof 11 t/m 18 1 t/m 8 19 t/m 29;;146;1976;NL-0834-760146;Beschikking;Bouwvergunning Beschikking Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 29   Raamsdonksveer 22-12-1976;1976.12.22;Bouw 28 bejaardenwoningen;Bouwvergunning Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 29   Raamsdonksveer 22-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 28 bejaardenwoningen;NL 0834;2010;K50771752;7,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2911-02;BR146-1976;Smidshof 11 t/m 18 1 t/m 8 19 t/m 30;; Smidshof 11 t/m 18 1 t/m 8 19 t/m 30  Raamsdonksveer; Smidshof 11 t/m 18 1 t/m 8 19 t/m 30;;;Smidshof 11 t/m 18 1 t/m 8 19 t/m 30;;146;1976;NL-0834-760146;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 30   Raamsdonksveer 22-12-1976;1976.12.22;Bouw 28 bejaardenwoningen;Bouwvergunning Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 30   Raamsdonksveer 22-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 28 bejaardenwoningen;NL 0834;2010;K50771752;560,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2911-03;BR146-1976;Smidshof 11 t/m 18 1 t/m 8 19 t/m 31;; Smidshof 11 t/m 18 1 t/m 8 19 t/m 31  Raamsdonksveer; Smidshof 11 t/m 18 1 t/m 8 19 t/m 31;;;Smidshof 11 t/m 18 1 t/m 8 19 t/m 31;;146;1976;NL-0834-760146;Overige documenten;Bouwvergunning Overige documenten Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 31   Raamsdonksveer 22-12-1976;1976.12.22;Bouw 28 bejaardenwoningen;Bouwvergunning Bouw 28 bejaardenwoningen  Smidshof 11 t/m 18 1 t/m 8 19 t/m 31   Raamsdonksveer 22-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 28 bejaardenwoningen;NL 0834;2010;K50771752;113,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2912-01;BR147-1976;Smijershof;4941WS; Smijershof 7 Raamsdonksveer; Smijershof;7;;Smijershof 7;4941WS;147;1976;NL-0834-760147;Beschikking;Bouwvergunning Beschikking Uitbreiden woning  Smijershof 7 4941WS Raamsdonksveer 29-12-1976;1976.12.29;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Smijershof 7 4941WS Raamsdonksveer 29-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden woning;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2912-02;BR147-1976;Smijershof;4941WS; Smijershof 7 Raamsdonksveer; Smijershof;7;;Smijershof 7;4941WS;147;1976;NL-0834-760147;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden woning  Smijershof 7 4941WS Raamsdonksveer 29-12-1976;1976.12.29;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Smijershof 7 4941WS Raamsdonksveer 29-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden woning;NL 0834;2010;K50771752;22,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2913-01;BR148-1976;Sterrekroos;; Sterrekroos 61 en 63 Raamsdonksveer; Sterrekroos;61 en 63;;Sterrekroos 61 en 63;;148;1976;NL-0834-760148;Beschikking;Bouwvergunning Beschikking Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;1976.07.13;Uitbreiden garage;Bouwvergunning Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden garage;NL 0834;2010;K50771752;6,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2913-02;BR148-1976;Sterrekroos;; Sterrekroos 61 en 63 Raamsdonksveer; Sterrekroos;61 en 63;;Sterrekroos 61 en 63;;148;1976;NL-0834-760148;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;1976.07.13;Uitbreiden garage;Bouwvergunning Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden garage;NL 0834;2010;K50771752;165,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2913-03;BR148-1976;Sterrekroos;; Sterrekroos 61 en 63 Raamsdonksveer; Sterrekroos;61 en 63;;Sterrekroos 61 en 63;;148;1976;NL-0834-760148;Overige documenten;Bouwvergunning Overige documenten Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;1976.07.13;Uitbreiden garage;Bouwvergunning Uitbreiden garage  Sterrekroos 61 en 63  Raamsdonksveer 13-7-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden garage;NL 0834;2010;K50771752;2,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2914-01;BR149-1976;Kloosterweg;; Kloosterweg  Raamsdonksveer; Kloosterweg;;;Kloosterweg;;149;1976;NL-0834-760149;Beschikking;Bouwvergunning Beschikking Plaatsen 2 dug - outs  Kloosterweg   Raamsdonksveer 8-12-1976;1976.12.08;Plaatsen 2 dug - outs;Bouwvergunning Plaatsen 2 dug - outs  Kloosterweg   Raamsdonksveer 8-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 dug - outs;NL 0834;2010;K50771752;5,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2914-02;BR149-1976;Kloosterweg;; Kloosterweg  Raamsdonksveer; Kloosterweg;;;Kloosterweg;;149;1976;NL-0834-760149;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen 2 dug - outs  Kloosterweg   Raamsdonksveer 8-12-1976;1976.12.08;Plaatsen 2 dug - outs;Bouwvergunning Plaatsen 2 dug - outs  Kloosterweg   Raamsdonksveer 8-12-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen 2 dug - outs;NL 0834;2010;K50771752;0,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2915-01;BR180-1976;Hoofdstraat;4941DC; Hoofdstraat 13 Raamsdonksveer; Hoofdstraat;13;;Hoofdstraat 13;4941DC;180;1976;NL-0834-760180;Beschikking;Bouwvergunning Beschikking Verbouwen woning  Hoofdstraat 13 4941DC Raamsdonksveer 14-1-1976;1976.01.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Hoofdstraat 13 4941DC Raamsdonksveer 14-1-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen woning;NL 0834;2010;K50771752;4,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2915-02;BR180-1976;Hoofdstraat;4941DC; Hoofdstraat 13 Raamsdonksveer; Hoofdstraat;13;;Hoofdstraat 13;4941DC;180;1976;NL-0834-760180;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen woning  Hoofdstraat 13 4941DC Raamsdonksveer 14-1-1976;1976.01.14;Verbouwen woning;Bouwvergunning Verbouwen woning  Hoofdstraat 13 4941DC Raamsdonksveer 14-1-1976;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen woning;NL 0834;2010;K50771752;39,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2916-01;BR185-1976;Broekstraat;4944XJ;Lange Broekstraat 2a Raamsdonk;Lange Broekstraat;2a;Lange;Lange Broekstraat 2a;4944XJ;185;1976;NL-0834-760185;Beschikking;Bouwvergunning Beschikking Verbouwen gedeelte pand tot kantoorruimte voor muziekschool Lange Broekstraat 2a 4944XJ Raamsdonk 17-11-1976;1976.11.17;Verbouwen gedeelte pand tot kantoorruimte voor muziekschool;Bouwvergunning Verbouwen gedeelte pand tot kantoorruimte voor muziekschool Lange Broekstraat 2a 4944XJ Raamsdonk 17-11-1976;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen gedeelte pand tot kantoorruimte voor muziekschool;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2916-02;BR185-1976;Broekstraat;4944XJ;Lange Broekstraat 2a Raamsdonk;Lange Broekstraat;2a;Lange;Lange Broekstraat 2a;4944XJ;185;1976;NL-0834-760185;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen gedeelte pand tot kantoorruimte voor muziekschool Lange Broekstraat 2a 4944XJ Raamsdonk 17-11-1976;1976.11.17;Verbouwen gedeelte pand tot kantoorruimte voor muziekschool;Bouwvergunning Verbouwen gedeelte pand tot kantoorruimte voor muziekschool Lange Broekstraat 2a 4944XJ Raamsdonk 17-11-1976;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen gedeelte pand tot kantoorruimte voor muziekschool;NL 0834;2010;K50771752;8,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2917-01;BR001-1977;Hoeven;;Acher de Hoeven  Raamsdonksveer;Acher de Hoeven;;Acher de;Acher de Hoeven;;1;1977;NL-0834-770001;Beschikking;Bouwvergunning Beschikking Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;1977.01.12;Bouw gymnastieklokaal;Bouwvergunning Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw gymnastieklokaal;NL 0834;2010;K50771752;5,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2917-02;BR001-1977;Hoeven;;Acher de Hoeven  Raamsdonksveer;Acher de Hoeven;;Acher de;Acher de Hoeven;;1;1977;NL-0834-770001;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;1977.01.12;Bouw gymnastieklokaal;Bouwvergunning Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw gymnastieklokaal;NL 0834;2010;K50771752;184,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2917-03;BR001-1977;Hoeven;;Acher de Hoeven  Raamsdonksveer;Acher de Hoeven;;Acher de;Acher de Hoeven;;1;1977;NL-0834-770001;Overige documenten;Bouwvergunning Overige documenten Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;1977.01.12;Bouw gymnastieklokaal;Bouwvergunning Bouw gymnastieklokaal Acher de Hoeven   Raamsdonksveer 12-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw gymnastieklokaal;NL 0834;2010;K50771752;33,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2918-01;BR002-1977;Anemoonlaan;4941XL; Anemoonlaan 20 Raamsdonksveer; Anemoonlaan;20;;Anemoonlaan 20;4941XL;2;1977;NL-0834-770002;Beschikking;Bouwvergunning Beschikking Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden woning;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2918-02;BR002-1977;Anemoonlaan;4941XL; Anemoonlaan 20 Raamsdonksveer; Anemoonlaan;20;;Anemoonlaan 20;4941XL;2;1977;NL-0834-770002;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden woning;NL 0834;2010;K50771752;9,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2918-03;BR002-1977;Anemoonlaan;4941XL; Anemoonlaan 20 Raamsdonksveer; Anemoonlaan;20;;Anemoonlaan 20;4941XL;2;1977;NL-0834-770002;Overige documenten;Bouwvergunning Overige documenten Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 20 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden woning;NL 0834;2010;K50771752;0,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2919-01;BR003-1977;Anemoonlaan;4941XL; Anemoonlaan 24 Raamsdonksveer; Anemoonlaan;24;;Anemoonlaan 24;4941XL;3;1977;NL-0834-770003;Beschikking;Bouwvergunning Beschikking Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Uitbreiden woning;NL 0834;2010;K50771752;4,0;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2919-02;BR003-1977;Anemoonlaan;4941XL; Anemoonlaan 24 Raamsdonksveer; Anemoonlaan;24;;Anemoonlaan 24;4941XL;3;1977;NL-0834-770003;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Uitbreiden woning;NL 0834;2010;K50771752;5,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2919-03;BR003-1977;Anemoonlaan;4941XL; Anemoonlaan 24 Raamsdonksveer; Anemoonlaan;24;;Anemoonlaan 24;4941XL;3;1977;NL-0834-770003;Overige documenten;Bouwvergunning Overige documenten Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;1977.01.19;Uitbreiden woning;Bouwvergunning Uitbreiden woning  Anemoonlaan 24 4941XL Raamsdonksveer 19-1-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Uitbreiden woning;NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2920-01;BR004-1977;Keizersdijk;4941GE;Keizersdijk 4 Raamsdonksveer;Keizersdijk;4;;keizersdijk;4941GE;4;1977;NL-0834-770004;Beschikking;Bouwvergunning beschikking  verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;1977.02.01;verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Bouwvergunningverbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2920-02;BR004-1977;Keizersdijk;4941GE;Keizersdijk 4 Raamsdonksveer;Keizersdijk;4;;keizersdijk;4941GE;4;1977;NL-0834-770004;tekening (technisch);Bouwvergunning tekening  verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;1977.02.01;verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Bouwvergunningverbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2920-03;BR004-1977;Keizersdijk;4941GE;Keizersdijk 4 Raamsdonksveer;Keizersdijk;4;;Keizersdijk;4941GE;4;1977;NL-0834-770004;overige documenten;Bouwvergunning overige documenten  verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;1977.02.01;verbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Bouwvergunningverbouw horecabedrijf Keizersdijk 4 Raamsdonksveer 01-02-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2921-01;BR005-1977;Spoordijk;;Spoordijk Raamsdonksveer;Spoordijk;;;Spoordijk;;5;1977;NL-0834-770005;Beschikking;Bouwvergunning beschikking  bouwen woning met garage Spoordijk Raamsdonksveer 01-02-1977;1977.01.06;bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Bouwvergunning bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2921-02;BR005-1977;Spoordijk;;Spoordijk Raamsdonksveer;Spoordijk;;;Spoordijk;;5;1977;NL-0834-770005;tekening (technisch);Bouwvergunning tekening  bouwen woning met garage Spoordijk Raamsdonksveer 01-02-1977;1977.01.06;bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Bouwvergunning bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2921-03;BR005-1977;Spoordijk;;Spoordijk Raamsdonksveer;Spoordijk;;;Spoordijk;;5;1977;NL-0834-770005;overige documenten;Bouwvergunning overige documenten  bouwen woning met garage Spoordijk Raamsdonksveer 01-02-1977;1977.01.06;bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Bouwvergunning bouwen woning met garage Spoordijk Raamsdonksveer 06-01-1977;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Afbreken bestaande bergplaats en herbouw bergplaats op dezelfde fundering;NL 0779;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
