Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;auteursrechtelijk beschermd wegens rechten van de architect;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;1993.01.07;NL-0834-931001;GDB-9248-01;GDB-9248-01
GDB-9334-01;;;4942 EG;Antoon Coolenstraat 11 Raamsdonksveer;;;;;;;;NL-0834-941046;Beschikking;Melding beschikking oprichten berging Antoon Coolenstraat 11 Raamsdonksveer 29-11-1994;1994.11.29;oprichten berging Antoon Coolenstraat 11 Raamsdonksveer 29-11-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;ce1674b05dc649394131255c3692b02205c2e692;;SHA-1;Niet vertrouwelijk ;;1994.11.29;NL-0834-941046;GDB-9334-02;GDB-9334-02
GDB-9334-02;;;4942 EG;Antoon Coolenstraat 11 Raamsdonksveer;;;;;;;;NL-0834-941046;Tekening (technisch);Melding tekening oprichten berging Antoon Coolenstraat 11 Raamsdonksveer 29-11-1994;1994.11.29;oprichten berging Antoon Coolenstraat 11 Raamsdonksveer 29-11-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c6b880a8a0710eac49804deef96ca582f06d41be;;SHA-1;Niet vertrouwelijk ;;1994.12.22;NL-0834-941047;GDB-9335-01;GDB-9335-01
GDB-9335-01;;;4942 BV;Bonkelaar 3 Raamsdonksveer;;;;;;;;NL-0834-941047;Beschikking;Melding beschikking plaatsen overkapping bij deur Bonkelaar 3 Raamsdonksveer 22-12-1994;1994.12.22;plaatsen overkapping bij deur Bonkelaar 3 Raamsdonksveer 22-12-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;cd6f3fbceb68a5bbff717f3099be29c328bea578;;SHA-1;Niet vertrouwelijk ;;1994.12.22;NL-0834-941047;GDB-9335-02;GDB-9335-02
GDB-9335-02;;;4942 BV;Bonkelaar 3 Raamsdonksveer;;;;;;;;NL-0834-941047;Tekening (technisch);Melding tekening plaatsen overkapping bij deur Bonkelaar 3 Raamsdonksveer 22-12-1994;1994.12.22;plaatsen overkapping bij deur Bonkelaar 3 Raamsdonksveer 22-12-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;61ec85cd8297b8f64b717c65e1b03a430b47a66a;;SHA-1;Niet vertrouwelijk ;;1994.12.22;NL-0834-941048;GDB-9336-01;GDB-9336-01
GDB-9336-01;;;4941 ZB;Pieter Breughelstraat 11 Raamsdonksveer;;;;;;;;NL-0834-941048;Beschikking;Melding beschikking uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;1994.12.22;uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b74f7f2eb4deb11b332f79ab714a1f839bebaa3c;;SHA-1;Niet vertrouwelijk ;;1994.12.22;NL-0834-941048;GDB-9336-02;GDB-9336-02
GDB-9336-02;;;4941 ZB;Pieter Breughelstraat 11 Raamsdonksveer;;;;;;;;NL-0834-941048;Tekening (technisch);Melding tekening uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;1994.12.22;uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b5c249d2bb3955b73d888b5bef15447ae6696caa;;SHA-1;Niet vertrouwelijk ;;1994.12.22;NL-0834-941048;GDB-9336-03;GDB-9336-03
GDB-9336-03;;;4941 ZB;Pieter Breughelstraat 11 Raamsdonksveer;;;;;;;;NL-0834-941048;overige documenten;Melding overige documententekening uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;1994.12.22;uitbreiding woning Pieter Breughelstraat 11 Raamsdonksveer 22-12-1994;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;3e98bc12956060ca38b00a6ad07ffac498106c0d;;SHA-1;Niet vertrouwelijk ;;1995.01.10;NL-0834-951001;GDB-9337-01;GDB-9337-01
GDB-9337-01;;;4942 ED;A. Roland Holstlaan 29  Raamsdonksveer;;;;;;;;NL-0834-951001;Beschikking;Melding beschikking oprichten berging A. Roland Holstlaan 29 Raamsdonksveer 10-01-1995;1995.01.10;oprichten berging A. Roland Holstlaan 29 Raamsdonksveer 10-01-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;1af0ccae9ac8f906f36c2916421c4e410a2acf10;;SHA-1;Niet vertrouwelijk ;;1995.01.10;NL-0834-951001;GDB-9337-02;GDB-9337-02
GDB-9337-02;;;4942 ED;A. Roland Holstlaan 29  Raamsdonksveer;;;;;;;;NL-0834-951001;Tekening (technisch);Melding tekening oprichten berging A. Roland Holstlaan 29 Raamsdonksveer 10-01-1995;1995.01.10;oprichten berging A. Roland Holstlaan 29 Raamsdonksveer 10-01-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;24f4e7fa8e84588c5059b27b2b245a61a528adc3;;SHA-1;Niet vertrouwelijk ;;1995.01.31;NL-0834-951002;GDB-9338-01;GDB-9338-01
GDB-9338-01;;;4942 BP;Blokvang 13 Raamsdonksveer ;;;;;;;;NL-0834-951002;Beschikking;Melding beschikking oprichten serre Blokvang 13  Raamsdonksveer 31-01-1995;1995.01.31;oprichten serre Blokvang 13  Raamsdonksveer 31-01-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;30362e0220d88aa82d9efdf85c8d12a3525298c9;;SHA-1;Niet vertrouwelijk ;;1995.01.31;NL-0834-951002;GDB-9338-02;GDB-9338-02
GDB-9338-02;;;4942 BP;Blokvang 13 Raamsdonksveer ;;;;;;;;NL-0834-951002;Tekening (technisch);Melding tekening oprichten serre Blokvang 13  Raamsdonksveer 31-01-1995;1995.01.31;oprichten serre Blokvang 13  Raamsdonksveer 31-01-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;54492e52bab6102a76432386d612804ba216d58c;;SHA-1;Niet vertrouwelijk ;;1995.02.16;NL-0834-951003;GDB-9339-01;GDB-9339-01
GDB-9339-01;;;4941 TG;Benraatshoef 155 Raamsdonksveer;;;;;;;;NL-0834-951003;Beschikking;Melding beschikking plaatsen dakkapel Benraatshoef 155 Raamsdonksveer 16-2-1995;1995.02.16; plaatsen dakkapel Benraatshoef 155 Raamsdonksveer 16-2-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;020ba88db38960e2645b21e04c6e05c9ce837a84;;SHA-1;Niet vertrouwelijk ;;1995.02.16;NL-0834-951003;GDB-9339-02;GDB-9339-02
GDB-9339-02;;;4941 TG;Benraatshoef 155 Raamsdonksveer;;;;;;;;NL-0834-951003;Tekening (technisch);Melding tekening plaatsen dakkapel Benraatshoef 155 Raamsdonksveer 16-2-1995;1995.02.16; plaatsen dakkapel Benraatshoef 155 Raamsdonksveer 16-2-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;6ac358bc9eefbcf0e0c7b656241568a1847ecac0;;SHA-1;Niet vertrouwelijk ;;1995.03.01;NL-0834-951004;GDB-9340-01;GDB-9340-01
GDB-9340-01;;;4944 VT;Baljuwstraat 8 Raamsdonk;;;;;;;;NL-0834-951004;Beschikking;Melding beschikking bouwen van een bijkeuken Baljuwstraat 8 Raamsdonk 01-3-1995;1995.03.01;bouwen van een bijkeuken Baljuwstraat 8 Raamsdonk 01-3-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;09387c74de143b91afb32707f1994ea251f4c006;;SHA-1;Niet vertrouwelijk ;;1995.03.01;NL-0834-951004;GDB-9340-02;GDB-9340-02
GDB-9340-02;;;4944 VT;Baljuwstraat 8 Raamsdonk;;;;;;;;NL-0834-951004;Tekening (technisch);Melding tekening bouwen van een bijkeuken Baljuwstraat 8 Raamsdonk 01-3-1995;1995.03.01;bouwen van een bijkeuken Baljuwstraat 8 Raamsdonk 01-3-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;d4ee3cb90bec45b9abd83f469a59cd7aad4d22df;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951005;GDB-9341-01;GDB-9341-01
GDB-9341-01;;;4942 DN;P.C. Boutensstraat 6 Raamsdonksveer ;;;;;;;;NL-0834-951005;Beschikking;Melding beschikking plaatsen dakkapel P.C. Boutensstraat 6  Raamsdonksveer 14-3-1995;1995.03.14;plaatsen dakkapel P.C. Boutensstraat 6  Raamsdonksveer 14-3-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;5dcc02fba7295f57d9726fa5b40fad545c52c3b7;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951005;GDB-9341-02;GDB-9341-02
GDB-9341-02;;;4942 DN;P.C. Boutensstraat 6 Raamsdonksveer ;;;;;;;;NL-0834-951005;Tekening (technisch);Melding tekening  plaatsen dakkapel P.C. Boutensstraat 6  Raamsdonksveer 14-3-1995;1995.03.14;plaatsen dakkapel P.C. Boutensstraat 6  Raamsdonksveer 14-3-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;bcd935d57f618b084af0181951d6b690657f94d3;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951006;GDB-9342-01;GDB-9342-01
GDB-9342-01;;;4942 DB;Vondellaan 47 Raamsdonksveer;;;;;;;;NL-0834-951006;Beschikking;Melding beschikking uitbreiding woning Vondellaan 47  Raamsdonksveer 14-3-1995;1995.03.14;uitbreiding woning Vondellaan 47  Raamsdonksveer 14-3-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;08bd5b77076820a2189e9f33dd7cf6c23c56e0cf;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951006;GDB-9342-02;GDB-9342-02
GDB-9342-02;;;4942 DB;Vondellaan 47 Raamsdonksveer;;;;;;;;NL-0834-951006;Tekening (technisch);Melding tekening uitbreiding woning Vondellaan 47  Raamsdonksveer 14-3-1995;1995.03.14;uitbreiding woning Vondellaan 47  Raamsdonksveer 14-3-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;20fb7a5815d4fdf896b14458c56a2c455876a4fe;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951007;GDB-9343-01;GDB-9343-01
GDB-9343-01;;;4942 BN;De Wieken 11 Raamsdonksveer;;;;;;;;NL-0834-951007;Beschikking;Melding beschikking tekening oprichten berging De Wieken 11 Raamsdonksveer 14-03-1995;1995.03.14;oprichten berging De Wieken 11 Raamsdonksveer 14-03-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;1ece0476ad352d04237092fe082546c45bd8d6ed;;SHA-1;Niet vertrouwelijk ;;1995.03.14;NL-0834-951007;GDB-9343-02;GDB-9343-02
GDB-9343-02;;;4942 BN;De Wieken 11 Raamsdonksveer;;;;;;;;NL-0834-951007;Tekening (technisch);Melding tekening oprichten berging De Wieken 11 Raamsdonksveer 14-03-1995;1995.03.14;oprichten berging De Wieken 11 Raamsdonksveer 14-03-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;2fe79af5515c6060dfa50cf012743c5cc4653cf7;;SHA-1;Niet vertrouwelijk ;;1995.03.23;NL-0834-951008;GDB-9344-01;GDB-9344-01
GDB-9344-01;;;4944 VV;Dijkgraafstraat 8 Raamsdonk;;;;;;;;NL-0834-951008;Beschikking;Melding beschikking oprichten tuinhuisje Dijkgraafstraat 8 Raamdonk  23-3-1995;1995.03.23;oprichten tuinhuisje Dijkgraafstraat 8 Raamdonk  23-3-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c2414bcd78e56bc6d98315de953d1e9f15ce4eb1;;SHA-1;Niet vertrouwelijk ;;1995.03.23;NL-0834-951008;GDB-9344-02;GDB-9344-02
GDB-9344-02;;;4944 VV;Dijkgraafstraat 8 Raamsdonk;;;;;;;;NL-0834-951008;Tekening (technisch);Melding tekening oprichten tuinhuisje Dijkgraafstraat 8 Raamdonk  23-3-1995;1995.03.23;oprichten tuinhuisje Dijkgraafstraat 8 Raamdonk  23-3-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f3869b5363b0085b06b491706e80396b9654d580;;SHA-1;Niet vertrouwelijk ;;1995.04.04;NL-0834-951009;GDB-9345-01;GDB-9345-01
GDB-9345-01;;;4941 KL;Hertogshoef 248 Raamsdonksveer;;;;;;;;NL-0834-951009;Beschikking;Melding beschikking oprichten tuinhuisje Hertogshoef 248 Raamdonk sveer  04-4-1995;1995.04.04;oprichten tuinhuisje Hertogshoef 248 Raamdonk sveer  04-4-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7068fca652dabce840234c58a587dc01509586c4;;SHA-1;Niet vertrouwelijk ;;1995.04.04;NL-0834-951009;GDB-9345-02;GDB-9345-02
GDB-9345-02;;;4941 KL;Hertogshoef 248 Raamsdonksveer;;;;;;;;NL-0834-951009;Tekening (technisch);Melding  tekening oprichten tuinhuisje Hertogshoef 248 Raamdonk sveer  04-4-1995;1995.04.04;oprichten tuinhuisje Hertogshoef 248 Raamdonk sveer  04-4-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;73d13d3c8d60389ff56d78f474b4ccea42e2613f;;SHA-1;Niet vertrouwelijk ;;1995.04.04;NL-0834-951010;GDB-9346-01;GDB-9346-01
GDB-9346-01;;;4941 VJ;Rijvoortshoef 267 Raamsdonksveer ;;;;;;;;NL-0834-951010;Beschikking;Melding beschikking plaatsen dakkapel Rijvoortshoef 267  Raamsdonksveer 04-4-1995;1995.04.04;plaatsen dakkapel Rijvoortshoef 267  Raamsdonksveer 04-4-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;c158535942aef096c439e4a18a7d8119c5b9dc76;;SHA-1;Niet vertrouwelijk ;;1995.04.04;NL-0834-951010;GDB-9346-02;GDB-9346-02
GDB-9346-02;;;4941 VJ;Rijvoortshoef 267 Raamsdonksveer ;;;;;;;;NL-0834-951010;Tekening (technisch);Melding tekening plaatsen dakkapel Rijvoortshoef 267  Raamsdonksveer 04-4-1995;1995.04.04;plaatsen dakkapel Rijvoortshoef 267  Raamsdonksveer 04-4-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;7c740a948a2d4d0e23fd6ea1416c6caab785b3f6;;SHA-1;Niet vertrouwelijk ;;1995.04.18;NL-0834-951011;GDB-9347-01;GDB-9347-01
GDB-9347-01;;;4944 BV;Sluisakker 39 Raamsdonk;;;;;;;;NL-0834-951011;Beschikking;Melding beschikking oprichten tuinhuisje Sluisakker 39 Raamsdonk  18-4-1995;1995.04.18;oprichten tuinhuisje Sluisakker 39 Raamsdonk  18-4-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;eed8e5502b4cfa42f21104d0289fb42e00143b3c;;SHA-1;Niet vertrouwelijk ;;1995.04.18;NL-0834-951011;GDB-9347-02;GDB-9347-02
GDB-9347-02;;;4944 BV;Sluisakker 39 Raamsdonk;;;;;;;;NL-0834-951011;Tekening (technisch);Melding tekening oprichten tuinhuisje Sluisakker 39 Raamsdonk  18-4-1995;1995.04.18;oprichten tuinhuisje Sluisakker 39 Raamsdonk  18-4-1995;;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;65723d9bc063d481b3cf16f3e84f119f4ac4fb2c;;SHA-1;Niet vertrouwelijk ;;1995.05.16;NL-0834-951012;GDB-9348-01;GDB-9348-01
GDB-9348-01;;;4941 KR;Lijsterbesstraat 20 Raamsdonksveer;;;;;;;;NL-0834-951012;Beschikking;Melding beschikking oprichten atelier Lijsterbesstraat 20 Raamsdonksveer 16-05-1995;1995.05.16;oprichten atelier Lijsterbesstraat 20 Raamsdonksveer 16-05-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;37027e24f6b6606d03cf4aff452568b6a99296d8;;SHA-1;Niet vertrouwelijk ;;1995.05.16;NL-0834-951012;GDB-9348-02;GDB-9348-02
GDB-9348-02;;;4941 KR;Lijsterbesstraat 20 Raamsdonksveer;;;;;;;;NL-0834-951012;Tekening (technisch);Melding tekening oprichten atelier Lijsterbesstraat 20 Raamsdonksveer 16-05-1995;1995.05.16;oprichten atelier Lijsterbesstraat 20 Raamsdonksveer 16-05-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;3152cdc84baf25213fbf3fb43c8cac38770dd6e0;;SHA-1;Niet vertrouwelijk ;;1995.05.16;NL-0834-951013;GDB-9349-01;GDB-9349-01
GDB-9349-01;;;4942 VJ;P. Ketelaarstraat 30 Raamsdonksveer;;;;;;;;NL-0834-951013;Beschikking;Melding beschikking uitbreiding berging P. Ketelaarstraat 30 Raamsdonksveer 16-05-1995;1995.05.16;uitbreiding berging P. Ketelaarstraat 30 Raamsdonksveer 16-05-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;f0f375bc2d661b9b0fd55384bb2e6b92c8b9d2d5;;SHA-1;Niet vertrouwelijk ;;1995.05.16;NL-0834-951013;GDB-9349-02;GDB-9349-02
GDB-9349-02;;;4942 VJ;P. Ketelaarstraat 30 Raamsdonksveer;;;;;;;;NL-0834-951013;Tekening (technisch);Melding tekening uitbreiding berging P. Ketelaarstraat 30 Raamsdonksveer 16-05-1995;1995.05.16;uitbreiding berging P. Ketelaarstraat 30 Raamsdonksveer 16-05-1995;;Raamsdonksveer ;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;;;2010;K50771752;;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;;Record;Archief ;b5ac24aab0a83175f932b83350ae357f611e5314;;SHA-1;Niet vertrouwelijk ;;1995.05.16;NL-0834-951014;GDB-9350-01;GDB-9350-01
