Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie
GDB-7351-01;G040-1967;V Laan;4931HB;Karel V Laan 85 Geertruidenberg;Karel V Laan;85;Karel;Karel V Laan 85;4931HB;40;1967;NL-0779-670040;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 85 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 85 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7351-02;G040-1967;V Laan;4931HB;Karel V Laan 85 Geertruidenberg;Karel V Laan;85;Karel;Karel V Laan 85;4931HB;40;1967;NL-0779-670040;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 85 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 85 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;28,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7352-01;G041-1967;V Laan;4931HB;Karel V Laan 83 Geertruidenberg;Karel V Laan;83;Karel;Karel V Laan 83;4931HB;41;1967;NL-0779-670041;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 83 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 83 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7352-02;G041-1967;V Laan;4931HB;Karel V Laan 83 Geertruidenberg;Karel V Laan;83;Karel;Karel V Laan 83;4931HB;41;1967;NL-0779-670041;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 83 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 83 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;28,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7353-01;G042-1967;V Laan;4931HB;Karel V Laan 81 Geertruidenberg;Karel V Laan;81;Karel;Karel V Laan 81;4931HB;42;1967;NL-0779-670042;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 81 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 81 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7353-02;G042-1967;V Laan;4931HB;Karel V Laan 81 Geertruidenberg;Karel V Laan;81;Karel;Karel V Laan 81;4931HB;42;1967;NL-0779-670042;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 81 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 81 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;28,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7354-01;G044-1967;V Laan;4931HB;Karel V Laan 75 Geertruidenberg;Karel V Laan;75;Karel;Karel V Laan 75;4931HB;44;1967;NL-0779-670044;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 75 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 75 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7354-02;G044-1967;V Laan;4931HB;Karel V Laan 75 Geertruidenberg;Karel V Laan;75;Karel;Karel V Laan 75;4931HB;44;1967;NL-0779-670044;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 75 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 75 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;28;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7355-01;G045-1967;V Laan;4931HB;Karel V Laan 79 Geertruidenberg;Karel V Laan;79;Karel;Karel V Laan 79;4931HB;45;1967;NL-0779-067045;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 79 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 79 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7355-02;G045-1967;V Laan;4931HB;Karel V Laan 79 Geertruidenberg;Karel V Laan;79;Karel;Karel V Laan 79;4931HB;45;1967;NL-0779-067045;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 79 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 79 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;26,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7356-01;G046-1967;V Laan;4931HC;Karel V Laan 109 Geertruidenberg;Karel V Laan;109;Karel;Karel V Laan 109;4931HC;46;1967;NL-0779-670046;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 109 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 109 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;9,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7356-02;G046-1967;V Laan;4931HC;Karel V Laan 109 Geertruidenberg;Karel V Laan;109;Karel;Karel V Laan 109;4931HC;46;1967;NL-0779-670046;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 109 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 109 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;33,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7357-01;G047-1967;V Laan;4931HC;Karel V Laan 101 Geertruidenberg;Karel V Laan;101;Karel;Karel V Laan 101;4931HC;47;1967;NL-0779-670047;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 101 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 101 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7357-02;G047-1967;V Laan;4931HC;Karel V Laan 101 Geertruidenberg;Karel V Laan;101;Karel;Karel V Laan 101;4931HC;47;1967;NL-0779-670047;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 101 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 101 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;28,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7358-01;G047a-1967;V Laan;4931HC;Karel V Laan 113 Geertruidenberg;Karel V Laan;113;Karel;Karel V Laan 113;4931HC;47a;1967;NL-0779-670047A;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 113 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 113 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7358-02;G047a-1967;V Laan;4931HC;Karel V Laan 113 Geertruidenberg;Karel V Laan;113;Karel;Karel V Laan 113;4931HC;47a;1967;NL-0779-670047A;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 113 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 113 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;29,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7359-01;G047b-1967;V Laan;4931HC;Karel V Laan 111 Geertruidenberg;Karel V Laan;111;Karel;Karel V Laan 111;4931HC;47b;1967;NL-0779-670047B;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 111 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 111 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;3,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7359-02;G047b-1967;V Laan;4931HC;Karel V Laan 111 Geertruidenberg;Karel V Laan;111;Karel;Karel V Laan 111;4931HC;47b;1967;NL-0779-670047B;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 111 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 111 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;29,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7360-01;G047c-1967;V Laan;4931HC;Karel V Laan 107 Geertruidenberg;Karel V Laan;107;Karel;Karel V Laan 107;4931HC;47c;1967;NL-0779-670047C;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 107 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 107 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7360-02;G047c-1967;V Laan;4931HC;Karel V Laan 107 Geertruidenberg;Karel V Laan;107;Karel;Karel V Laan 107;4931HC;47c;1967;NL-0779-670047C;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 107 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 107 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;29,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7361-01;G047d-1967;V Laan;4931HC;Karel V Laan 105 Geertruidenberg;Karel V Laan;105;Karel;Karel V Laan 105;4931HC;47d;1967;NL-0779-670047D;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 105 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 105 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7361-02;G047d-1967;V Laan;4931HC;Karel V Laan 105 Geertruidenberg;Karel V Laan;105;Karel;Karel V Laan 105;4931HC;47d;1967;NL-0779-670047D;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 105 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 105 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;30,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7362-01;G047e-1967;V Laan;4931HC;Karel V Laan 103 Geertruidenberg;Karel V Laan;103;Karel;Karel V Laan 103;4931HC;47e;1967;NL-0779-670047E;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 103 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 103 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;3,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7362-02;G047e-1967;V Laan;4931HC;Karel V Laan 103 Geertruidenberg;Karel V Laan;103;Karel;Karel V Laan 103;4931HC;47e;1967;NL-0779-670047E;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 103 4931HC Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 103 4931HC Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;29,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7363-01;G047f-1967;V Laan;4931HB;Karel V Laan 77 Geertruidenberg;Karel V Laan;77;Karel;Karel V Laan 77;4931HB;47f;1967;NL-0779-670047F;Beschikking;Bouwvergunning Beschikking Bouw 1 eengezinswoning met berging Karel V Laan 77 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 77 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7363-02;G047f-1967;V Laan;4931HB;Karel V Laan 77 Geertruidenberg;Karel V Laan;77;Karel;Karel V Laan 77;4931HB;47f;1967;NL-0779-670047F;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 1 eengezinswoning met berging Karel V Laan 77 4931HB Geertruidenberg 21-8-1967;1967.08.21;Bouw 1 eengezinswoning met berging;Bouwvergunning Bouw 1 eengezinswoning met berging Karel V Laan 77 4931HB Geertruidenberg 21-8-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 1 eengezinswoning met berging;NL 0779;2010;K50771752;29;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7364-01;G048-1967;Albrechtstraat;4931HJ;Graaf Albrechtstraat 4 Geertruidenberg;Graaf Albrechtstraat;4;Graaf;Graaf Albrechtstraat 4;4931HJ;48;1967;NL-0779-670048;Beschikking;Bouwvergunning Beschikking Wijzigen raamkozijn van woonkamer aan voorzijde Graaf Albrechtstraat 4 4931HJ Geertruidenberg 25-9-1967;1967.09.25;Wijzigen raamkozijn van woonkamer aan voorzijde;Bouwvergunning Wijzigen raamkozijn van woonkamer aan voorzijde Graaf Albrechtstraat 4 4931HJ Geertruidenberg 25-9-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Wijzigen raamkozijn van woonkamer aan voorzijde;NL 0779;2010;K50771752;2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7364-02;G048-1967;Albrechtstraat;4931HJ;Graaf Albrechtstraat 4 Geertruidenberg;Graaf Albrechtstraat;4;Graaf;Graaf Albrechtstraat 4;4931HJ;48;1967;NL-0779-670048;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Wijzigen raamkozijn van woonkamer aan voorzijde Graaf Albrechtstraat 4 4931HJ Geertruidenberg 25-9-1967;1967.09.25;Wijzigen raamkozijn van woonkamer aan voorzijde;Bouwvergunning Wijzigen raamkozijn van woonkamer aan voorzijde Graaf Albrechtstraat 4 4931HJ Geertruidenberg 25-9-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Wijzigen raamkozijn van woonkamer aan voorzijde;NL 0779;2010;K50771752;2,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7365-01;G049-1967;Stadsweg;4931CK;Oude Stadsweg 2 Geertruidenberg;Oude Stadsweg;2;Oude;Oude Stadsweg 2;4931CK;49;1967;NL-0779-670049;Beschikking;Bouwvergunning Beschikking Bouw semi-bungalow Oude Stadsweg 2 4931CK Geertruidenberg 17-10-1967;1967.10.17;Bouw semi-bungalow;Bouwvergunning Bouw semi-bungalow Oude Stadsweg 2 4931CK Geertruidenberg 17-10-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw semi-bungalow;NL 0779;2010;K50771752;5,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
GDB-7365-02;G049-1967;Stadsweg;4931CK;Oude Stadsweg 2 Geertruidenberg;Oude Stadsweg;2;Oude;Oude Stadsweg 2;4931CK;49;1967;NL-0779-670049;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw semi-bungalow Oude Stadsweg 2 4931CK Geertruidenberg 17-10-1967;1967.10.17;Bouw semi-bungalow;Bouwvergunning Bouw semi-bungalow Oude Stadsweg 2 4931CK Geertruidenberg 17-10-1967;Geertruidenberg;Gemeente Geertruidenberg;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw semi-bungalow;NL 0779;2010;K50771752;31,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.11.14;Record;Archief ;;;;
