Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-1075-02;BR030-1963;Keizersdijk;4941GC; Keizersdijk 37 Raamsdonksveer; Keizersdijk;37;;Keizersdijk 37;4941GC;30;1963;NL-0834-630030;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw nieuwe w.c. met douche en plaatsen raam achtergevel  Keizersdijk 37 4941GC Raamsdonksveer 21-2-1963;1963.02.21;Bouw nieuwe w.c. met douche en plaatsen raam achtergevel;Bouwvergunning Bouw nieuwe w.c. met douche en plaatsen raam achtergevel  Keizersdijk 37 4941GC Raamsdonksveer 21-2-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw nieuwe w.c. met douche en plaatsen raam achtergevel;NL 0834;2010;K50771752;10,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1076-01;BR032-1963;wal;4944XK;Engelse wal 15 Raamsdonk;Engelse wal;15;Engelse;Engelse wal 15;4944XK;32;1963;NL-0834-630032;Beschikking;Bouwvergunning Beschikking Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel Engelse wal 15 4944XK Raamsdonk 28-2-1963;1963.02.28;Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel;Bouwvergunning Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel Engelse wal 15 4944XK Raamsdonk 28-2-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1076-02;BR032-1963;wal;4944XK;Engelse wal 15 Raamsdonk;Engelse wal;15;Engelse;Engelse wal 15;4944XK;32;1963;NL-0834-630032;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel Engelse wal 15 4944XK Raamsdonk 28-2-1963;1963.02.28;Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel;Bouwvergunning Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel Engelse wal 15 4944XK Raamsdonk 28-2-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen nieuwe voordeur met 2 nieuwe raamkozijnen voorgevel;NL 0834;2010;K50771752;8,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1077-01;BR034-1963;Oranjestraat;4941JP; Oranjestraat 15 Raamsdonksveer; Oranjestraat;15;;Oranjestraat 15;4941JP;34;1963;NL-0834-630034;Beschikking;Bouwvergunning Beschikking Plaatsen 2 nieuwe raamkozijnen  Oranjestraat 15 4941JP Raamsdonksveer 28-2-1963;1963.02.28;Plaatsen 2 nieuwe raamkozijnen;Bouwvergunning Plaatsen 2 nieuwe raamkozijnen  Oranjestraat 15 4941JP Raamsdonksveer 28-2-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 nieuwe raamkozijnen;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1078-01;BR037-1963;Ambachtsherenlaan;4941AR; Ambachtsherenlaan 33 Raamsdonksveer; Ambachtsherenlaan;33;;Ambachtsherenlaan 33;4941AR;37;1963;NL-0834-630037;Beschikking;Bouwvergunning Beschikking Bouw volière  Ambachtsherenlaan 33 4941AR Raamsdonksveer 7-3-1963;1963.03.07;Bouw volière;Bouwvergunning Bouw volière  Ambachtsherenlaan 33 4941AR Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw volière;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1078-02;BR037-1963;Ambachtsherenlaan;4941AR; Ambachtsherenlaan 33 Raamsdonksveer; Ambachtsherenlaan;33;;Ambachtsherenlaan 33;4941AR;37;1963;NL-0834-630037;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw volière  Ambachtsherenlaan 33 4941AR Raamsdonksveer 7-3-1963;1963.03.07;Bouw volière;Bouwvergunning Bouw volière  Ambachtsherenlaan 33 4941AR Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw volière;NL 0834;2010;K50771752;7,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1079-01;BR038-1963;Prinssenlaan;;Burgemeester Prinssenlaan  Raamsdonksveer;Burgemeester Prinssenlaan;;Burgemeester;Burgemeester Prinssenlaan;;38;1963;NL-0834-630038;Beschikking;Bouwvergunning Beschikking Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;1963.03.07;Bouw woonhuis;Bouwvergunning Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;6,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1079-02;BR038-1963;Prinssenlaan;;Burgemeester Prinssenlaan  Raamsdonksveer;Burgemeester Prinssenlaan;;Burgemeester;Burgemeester Prinssenlaan;;38;1963;NL-0834-630038;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;1963.03.07;Bouw woonhuis;Bouwvergunning Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;68;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1079-03;BR038-1963;Prinssenlaan;;Burgemeester Prinssenlaan  Raamsdonksveer;Burgemeester Prinssenlaan;;Burgemeester;Burgemeester Prinssenlaan;;38;1963;NL-0834-630038;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;1963.03.07;Bouw woonhuis;Bouwvergunning Bouw woonhuis Burgemeester Prinssenlaan   Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0834;2010;K50771752;14;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1080-01;BR039-1963;Visserstraat;; Visserstraat 15 Raamsdonksveer; Visserstraat;15;;Visserstraat 15;;39;1963;NL-0834-630039;Beschikking;Bouwvergunning Beschikking Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;1963.03.07;Verbouwen pand;Bouwvergunning Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1080-02;BR039-1963;Visserstraat;; Visserstraat 15 Raamsdonksveer; Visserstraat;15;;Visserstraat 15;;39;1963;NL-0834-630039;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;1963.03.07;Verbouwen pand;Bouwvergunning Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1080-03;BR039-1963;Visserstraat;; Visserstraat 15 Raamsdonksveer; Visserstraat;15;;Visserstraat 15;;39;1963;NL-0834-630039;Overige documenten;Bouwvergunning Overige documenten Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;1963.03.07;Verbouwen pand;Bouwvergunning Verbouwen pand  Visserstraat 15  Raamsdonksveer 7-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Verbouwen pand;NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1081-01;BR044b-1963;Prinssenlaan;4941AJ;Burgemeester Prinssenlaan 33 Raamsdonksveer;Burgemeester Prinssenlaan;33;Burgemeester;Burgemeester Prinssenlaan 33;4941AJ;44;1963;NL-0834-630044b;Beschikking;Bouwvergunning Beschikking Bouw garage met schuilkelder Burgemeester Prinssenlaan 33 4941AJ Raamsdonksveer 28-3-1963;1963.03.28;Bouw garage met schuilkelder;Bouwvergunning Bouw garage met schuilkelder Burgemeester Prinssenlaan 33 4941AJ Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage met schuilkelder;NL 0834;2010;K50771752;7,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1081-02;BR044b-1963;Prinssenlaan;4941AJ;Burgemeester Prinssenlaan 33 Raamsdonksveer;Burgemeester Prinssenlaan;33;Burgemeester;Burgemeester Prinssenlaan 33;4941AJ;44;1963;NL-0834-630044b;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage met schuilkelder Burgemeester Prinssenlaan 33 4941AJ Raamsdonksveer 28-3-1963;1963.03.28;Bouw garage met schuilkelder;Bouwvergunning Bouw garage met schuilkelder Burgemeester Prinssenlaan 33 4941AJ Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage met schuilkelder;NL 0834;2010;K50771752;23,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1082-01;BR044c-1963;Stationstraat;4944AJ; Stationstraat 5 Raamsdonk; Stationstraat;5;;Stationstraat 5;4944AJ;44;1963;NL-0834-630044c;Beschikking;Bouwvergunning Beschikking Verbouwen pand  Stationstraat 5 4944AJ Raamsdonk 28-3-1963;1963.03.28;Verbouwen pand;Bouwvergunning Verbouwen pand  Stationstraat 5 4944AJ Raamsdonk 28-3-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen pand;NL 0834;2010;K50771752;0,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1082-02;BR044c-1963;Stationstraat;4944AJ; Stationstraat 5 Raamsdonk; Stationstraat;5;;Stationstraat 5;4944AJ;44;1963;NL-0834-630044c;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen pand  Stationstraat 5 4944AJ Raamsdonk 28-3-1963;1963.03.28;Verbouwen pand;Bouwvergunning Verbouwen pand  Stationstraat 5 4944AJ Raamsdonk 28-3-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen pand;NL 0834;2010;K50771752;15,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1083-01;BR044d-1963;Haven;4941 DH; Haven 104 Raamsdonksveer; Haven;104;;Haven 104;4941 DH;44;1963;NL-0834-630044d;Beschikking;Bouwvergunning Beschikking Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;1963.03.28;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw woonhuis;NL 0834;2010;K50771752;8,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1083-02;BR044d-1963;Haven;4941 DH; Haven 104 Raamsdonksveer; Haven;104;;Haven 104;4941 DH;44;1963;NL-0834-630044d;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;1963.03.28;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw woonhuis;NL 0834;2010;K50771752;21;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1083-03;BR044d-1963;Haven;4941 DH; Haven 104 Raamsdonksveer; Haven;104;;Haven 104;4941 DH;44;1963;NL-0834-630044d;Overige documenten;Bouwvergunning Overige documenten Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;1963.03.28;Bouw woonhuis;Bouwvergunning Bouw woonhuis  Haven 104???  Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw woonhuis;NL 0834;2010;K50771752;3,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1084-01;BR044-1963;Julianalaan;4941JB; Julianalaan 73 Raamsdonksveer; Julianalaan;73;;Julianalaan 73;4941JB;44;1963;NL-0834-630044;Beschikking;Bouwvergunning Beschikking Bouw garage  Julianalaan 73 4941JB Raamsdonksveer 28-3-1963;1963.03.28;Bouw garage;Bouwvergunning Bouw garage  Julianalaan 73 4941JB Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw garage;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1084-02;BR044-1963;Julianalaan;4941JB; Julianalaan 73 Raamsdonksveer; Julianalaan;73;;Julianalaan 73;4941JB;44;1963;NL-0834-630044;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw garage  Julianalaan 73 4941JB Raamsdonksveer 28-3-1963;1963.03.28;Bouw garage;Bouwvergunning Bouw garage  Julianalaan 73 4941JB Raamsdonksveer 28-3-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw garage;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1085-01;BR077-1963;Koningstraat;4941GW; Koningstraat 38 Raamsdonksveer; Koningstraat;38;;Koningstraat 38;4941GW;77;1963;NL-0834-630077;Beschikking;Bouwvergunning Beschikking Plaatsen 2 nieuwe dakkapellen voorgevel  Koningstraat 38 4941GW Raamsdonksveer 4-4-1963;1963.04.04;Plaatsen 2 nieuwe dakkapellen voorgevel;Bouwvergunning Plaatsen 2 nieuwe dakkapellen voorgevel  Koningstraat 38 4941GW Raamsdonksveer 4-4-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen 2 nieuwe dakkapellen voorgevel;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1085-02;BR077-1963;Koningstraat;4941GW; Koningstraat 38 Raamsdonksveer; Koningstraat;38;;Koningstraat 38;4941GW;77;1963;NL-0834-630077;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen 2 nieuwe dakkapellen voorgevel  Koningstraat 38 4941GW Raamsdonksveer 4-4-1963;1963.04.04;Plaatsen 2 nieuwe dakkapellen voorgevel;Bouwvergunning Plaatsen 2 nieuwe dakkapellen voorgevel  Koningstraat 38 4941GW Raamsdonksveer 4-4-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen 2 nieuwe dakkapellen voorgevel;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1086-01;BR078-1963;Raadhuisstraat;4944VG; Raadhuisstraat 57 Raamsdonk; Raadhuisstraat;57;;Raadhuisstraat 57;4944VG;78;1963;NL-0834-630078;Beschikking;Bouwvergunning Beschikking Verbouwen winkel - woonhuis  Raadhuisstraat 57 4944VG Raamsdonk 4-4-1963;1963.04.04;Verbouwen winkel - woonhuis;Bouwvergunning Verbouwen winkel - woonhuis  Raadhuisstraat 57 4944VG Raamsdonk 4-4-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen winkel - woonhuis;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1086-02;BR078-1963;Raadhuisstraat;4944VG; Raadhuisstraat 57 Raamsdonk; Raadhuisstraat;57;;Raadhuisstraat 57;4944VG;78;1963;NL-0834-630078;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen winkel - woonhuis  Raadhuisstraat 57 4944VG Raamsdonk 4-4-1963;1963.04.04;Verbouwen winkel - woonhuis;Bouwvergunning Verbouwen winkel - woonhuis  Raadhuisstraat 57 4944VG Raamsdonk 4-4-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen winkel - woonhuis;NL 0834;2010;K50771752;16,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1087-01;BR081-1963;Raadhuisstraat;4944 VJ; Raadhuisstraat 112 Raamsdonk; Raadhuisstraat;112;;Raadhuisstraat 112;4944 VJ;81;1963;NL-0834-630081;Beschikking;Bouwvergunning Beschikking Plaatsen nieuw raam Noord - gevel  Raadhuisstraat 112  Raamsdonk 4-4-1963;1963.04.04;Plaatsen nieuw raam Noord - gevel;Bouwvergunning Plaatsen nieuw raam Noord - gevel  Raadhuisstraat 112  Raamsdonk 4-4-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen nieuw raam Noord - gevel;NL 0834;2010;K50771752;1,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1087-02;BR081-1963;Raadhuisstraat;4944 VJ; Raadhuisstraat 112 Raamsdonk; Raadhuisstraat;112;;Raadhuisstraat 112;4944 VJ;81;1963;NL-0834-630081;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen nieuw raam Noord - gevel  Raadhuisstraat 112  Raamsdonk 4-4-1963;1963.04.04;Plaatsen nieuw raam Noord - gevel;Bouwvergunning Plaatsen nieuw raam Noord - gevel  Raadhuisstraat 112  Raamsdonk 4-4-1963;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen nieuw raam Noord - gevel;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1088-01;BR082-1963;Sandoel;4941DW; Sandoel 4 Raamsdonksveer; Sandoel;4;;Sandoel 4;4941DW;82;1963;NL-0834-630082;Beschikking;Bouwvergunning Beschikking Bouw bergruimte met douche en w.c. aan achtergevel  Sandoel 4 4941DW Raamsdonksveer 4-4-1963;1963.04.04;Bouw bergruimte met douche en w.c. aan achtergevel;Bouwvergunning Bouw bergruimte met douche en w.c. aan achtergevel  Sandoel 4 4941DW Raamsdonksveer 4-4-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw bergruimte met douche en w.c. aan achtergevel;NL 0834;2010;K50771752;1,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-1088-02;BR082-1963;Sandoel;4941DW; Sandoel 4 Raamsdonksveer; Sandoel;4;;Sandoel 4;4941DW;82;1963;NL-0834-630082;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw bergruimte met douche en w.c. aan achtergevel  Sandoel 4 4941DW Raamsdonksveer 4-4-1963;1963.04.04;Bouw bergruimte met douche en w.c. aan achtergevel;Bouwvergunning Bouw bergruimte met douche en w.c. aan achtergevel  Sandoel 4 4941DW Raamsdonksveer 4-4-1963;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw bergruimte met douche en w.c. aan achtergevel;NL 0834;2010;K50771752;10,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
