Bestand   ;Bouwvergnr. (2);  ;Postcode;;Adres;Huisnr.;Voorvoegsl;;Postcode;Bvnr;Jaar;Zaaknummer;Tabnaam;Omschrijving ;Datum vergunning ;Omschrijving ;Omschrijving bouwvergunning, adres, huisnummer, plaatsnaam;Plaatsnaam;Gemeente;classificatiecode (5.1);Omschrijving classificatiecode ;Bron ;Omschrijving ;Gemeentecode;Bron classificatiecode ;KvK nummer;Omvang in MB;Bestandsformaat;;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;Aanmaakdatum bestand;Aggregatieniveau;Relatie ID;Checksum;Datum;Algoritme;Classificatie;;;;;
GDB-2027-02;BR633-1970;Klimopstraat;; Klimopstraat  Raamsdonksveer; Klimopstraat;;;Klimopstraat;;633;1970;NL-0834-700633;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 5 garageboxen  Klimopstraat   Raamsdonksveer 5-11-1970;1970.11.05;Bouw 5 garageboxen;Bouwvergunning Bouw 5 garageboxen  Klimopstraat   Raamsdonksveer 5-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 5 garageboxen;NL 0834;2010;K50771752;19,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2027-03;BR633-1970;Klimopstraat;; Klimopstraat  Raamsdonksveer; Klimopstraat;;;Klimopstraat;;633;1970;NL-0834-700633;Overige documenten;Bouwvergunning Overige documenten Bouw 5 garageboxen  Klimopstraat   Raamsdonksveer 5-11-1970;1970.11.05;Bouw 5 garageboxen;Bouwvergunning Bouw 5 garageboxen  Klimopstraat   Raamsdonksveer 5-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 5 garageboxen;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2028-01;BR634-1970;Hendrikstraat;4941JV;Prins Hendrikstraat 42 Raamsdonksveer;Prins Hendrikstraat;42;Prins;Prins Hendrikstraat 42;4941JV;634;1970;NL-0834-700634;Beschikking;Bouwvergunning Beschikking Verbouwen café - woonhuis Prins Hendrikstraat 42 4941JV Raamsdonksveer 5-11-1970;1970.11.05;Verbouwen café - woonhuis;Bouwvergunning Verbouwen café - woonhuis Prins Hendrikstraat 42 4941JV Raamsdonksveer 5-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen café - woonhuis;NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2028-02;BR634-1970;Hendrikstraat;4941JV;Prins Hendrikstraat 42 Raamsdonksveer;Prins Hendrikstraat;42;Prins;Prins Hendrikstraat 42;4941JV;634;1970;NL-0834-700634;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen café - woonhuis Prins Hendrikstraat 42 4941JV Raamsdonksveer 5-11-1970;1970.11.05;Verbouwen café - woonhuis;Bouwvergunning Verbouwen café - woonhuis Prins Hendrikstraat 42 4941JV Raamsdonksveer 5-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen café - woonhuis;NL 0834;2010;K50771752;19,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2029-01;BR642-1970;Kasteellaan;; Kasteellaan  Raamsdonksveer; Kasteellaan;;;Kasteellaan;;642;1970;NL-0834-700642;Beschikking;Bouwvergunning Beschikking Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;1970.11.11;Bouw 4 woningen met garages;Bouwvergunning Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 4 woningen met garages;NL 0834;2010;K50771752;9,8;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2029-02;BR642-1970;Kasteellaan;; Kasteellaan  Raamsdonksveer; Kasteellaan;;;Kasteellaan;;642;1970;NL-0834-700642;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;1970.11.11;Bouw 4 woningen met garages;Bouwvergunning Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 4 woningen met garages;NL 0834;2010;K50771752;51,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2029-03;BR642-1970;Kasteellaan;; Kasteellaan  Raamsdonksveer; Kasteellaan;;;Kasteellaan;;642;1970;NL-0834-700642;Overige documenten;Bouwvergunning Overige documenten Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;1970.11.11;Bouw 4 woningen met garages;Bouwvergunning Bouw 4 woningen met garages  Kasteellaan   Raamsdonksveer 11-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 4 woningen met garages;NL 0834;2010;K50771752;21,9;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2030-01;BR653-1970;Boterpolderlaan;; Boterpolderlaan  Raamsdonksveer; Boterpolderlaan;;;Boterpolderlaan;;653;1970;NL-0834-700653;Beschikking;Bouwvergunning Beschikking Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;1970.11.19;Bouw kantoorruimte ( tijdelijk in houtbouw );Bouwvergunning Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw kantoorruimte ( tijdelijk in houtbouw );NL 0834;2010;K50771752;3,4;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2030-02;BR653-1970;Boterpolderlaan;; Boterpolderlaan  Raamsdonksveer; Boterpolderlaan;;;Boterpolderlaan;;653;1970;NL-0834-700653;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;1970.11.19;Bouw kantoorruimte ( tijdelijk in houtbouw );Bouwvergunning Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw kantoorruimte ( tijdelijk in houtbouw );NL 0834;2010;K50771752;53,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2030-03;BR653-1970;Boterpolderlaan;; Boterpolderlaan  Raamsdonksveer; Boterpolderlaan;;;Boterpolderlaan;;653;1970;NL-0834-700653;Overige documenten;Bouwvergunning Overige documenten Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;1970.11.19;Bouw kantoorruimte ( tijdelijk in houtbouw );Bouwvergunning Bouw kantoorruimte ( tijdelijk in houtbouw )  Boterpolderlaan   Raamsdonksveer 19-11-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw kantoorruimte ( tijdelijk in houtbouw );NL 0834;2010;K50771752;1,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2031-01;BR690-1970;Anemoonlaan;; Anemoonlaan  Raamsdonksveer; Anemoonlaan;;;Anemoonlaan;;690;1970;NL-0834-700690;Beschikking;Bouwvergunning Beschikking Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;1970.09.03;Bouw M.A.V.O.;Bouwvergunning Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw M.A.V.O.;NL 0834;2010;K50771752;3,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2031-02;BR690-1970;Anemoonlaan;; Anemoonlaan  Raamsdonksveer; Anemoonlaan;;;Anemoonlaan;;690;1970;NL-0834-700690;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;1970.09.03;Bouw M.A.V.O.;Bouwvergunning Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw M.A.V.O.;NL 0834;2010;K50771752;305,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2031-03;BR690-1970;Anemoonlaan;; Anemoonlaan  Raamsdonksveer; Anemoonlaan;;;Anemoonlaan;;690;1970;NL-0834-700690;Overige documenten;Bouwvergunning Overige documenten Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;1970.09.03;Bouw M.A.V.O.;Bouwvergunning Bouw M.A.V.O.  Anemoonlaan   Raamsdonksveer 3-9-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw M.A.V.O.;NL 0834;2010;K50771752;126,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2033-01;BR704-1970;Melkhaven;;de Oude Melkhaven  Raamsdonksveer en Raamsdonk;de Oude Melkhaven;;Oude;de Oude Melkhaven;;704;1970;NL-0834-700704;Beschikking;Bouwvergunning Beschikking Bouw 21 woningwetwoningen de Oude Melkhaven   Raamsdonksveer en Raamsdonk 3-12-1970;1970.12.03;Bouw 21 woningwetwoningen;Bouwvergunning Bouw 21 woningwetwoningen de Oude Melkhaven   Raamsdonksveer en Raamsdonk 3-12-1970;Raamsdonksveer en Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 21 woningwetwoningen;NL 0834;2010;K50771752;4,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2033-02;BR704-1970;Melkhaven;;de Oude Melkhaven  Raamsdonksveer en Raamsdonk;de Oude Melkhaven;;Oude;de Oude Melkhaven;;704;1970;NL-0834-700704;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 21 woningwetwoningen de Oude Melkhaven   Raamsdonksveer en Raamsdonk 3-12-1970;1970.12.03;Bouw 21 woningwetwoningen;Bouwvergunning Bouw 21 woningwetwoningen de Oude Melkhaven   Raamsdonksveer en Raamsdonk 3-12-1970;Raamsdonksveer en Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 21 woningwetwoningen;NL 0834;2010;K50771752;41,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2034-01;BR704a-1970;Polder;;Nieuwe Polder  Raamsdonksveer;Nieuwe Polder;;Nieuwe;Nieuwe Polder;;704a;1970;NL-0834-700704a;Beschikking;Bouwvergunning Beschikking Bouw 14 premiehuurwoningen Nieuwe Polder   Raamsdonksveer 3-12-1970;1970.12.03;Bouw 14 premiehuurwoningen;Bouwvergunning Bouw 14 premiehuurwoningen Nieuwe Polder   Raamsdonksveer 3-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 14 premiehuurwoningen;NL 0834;2010;K50771752;4,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2034-02;BR704a-1970;Polder;;Nieuwe Polder  Raamsdonksveer;Nieuwe Polder;;Nieuwe;Nieuwe Polder;;704a;1970;NL-0834-700704a;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 14 premiehuurwoningen Nieuwe Polder   Raamsdonksveer 3-12-1970;1970.12.03;Bouw 14 premiehuurwoningen;Bouwvergunning Bouw 14 premiehuurwoningen Nieuwe Polder   Raamsdonksveer 3-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 14 premiehuurwoningen;NL 0834;2010;K50771752;24,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2035-01;BR711-1970;Keizersdijk;4941GE; Keizersdijk 32 Raamsdonksveer; Keizersdijk;32;;Keizersdijk 32;4941GE;711;1970;NL-0834-700711;Beschikking;Bouwvergunning Beschikking Plaatsen dakkapel  Keizersdijk 32 4941GE Raamsdonksveer 10-12-1970;1970.12.10;Plaatsen dakkapel;Bouwvergunning Plaatsen dakkapel  Keizersdijk 32 4941GE Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Plaatsen dakkapel;NL 0834;2010;K50771752;3,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2035-02;BR711-1970;Keizersdijk;4941GE; Keizersdijk 32 Raamsdonksveer; Keizersdijk;32;;Keizersdijk 32;4941GE;711;1970;NL-0834-700711;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Plaatsen dakkapel  Keizersdijk 32 4941GE Raamsdonksveer 10-12-1970;1970.12.10;Plaatsen dakkapel;Bouwvergunning Plaatsen dakkapel  Keizersdijk 32 4941GE Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Plaatsen dakkapel;NL 0834;2010;K50771752;3,7;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2036-01;BR712-1970;Biezenstraat;; Biezenstraat  Raamsdonksveer; Biezenstraat;;;Biezenstraat;;712;1970;NL-0834-700712;Beschikking;Bouwvergunning Beschikking Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;1970.12.10;Bouw 39 woningen met garages;Bouwvergunning Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw 39 woningen met garages;NL 0834;2010;K50771752;4,1;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2036-02;BR712-1970;Biezenstraat;; Biezenstraat  Raamsdonksveer; Biezenstraat;;;Biezenstraat;;712;1970;NL-0834-700712;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;1970.12.10;Bouw 39 woningen met garages;Bouwvergunning Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw 39 woningen met garages;NL 0834;2010;K50771752;122,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2036-03;BR712-1970;Biezenstraat;; Biezenstraat  Raamsdonksveer; Biezenstraat;;;Biezenstraat;;712;1970;NL-0834-700712;Overige documenten;Bouwvergunning Overige documenten Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;1970.12.10;Bouw 39 woningen met garages;Bouwvergunning Bouw 39 woningen met garages  Biezenstraat   Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Overige documenten Bouw 39 woningen met garages;NL 0834;2010;K50771752;29,3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2042-02;BR713-1970;Keizersdijk;4941GE; Keizersdijk 2 Raamsdonksveer; Keizersdijk;2;;Keizersdijk 2;4941GE;713;1970;NL-0834-700713;Tekening ( technisch );Bouwvergunning tekening (technisch) Keizersdijk 2 4941 GE Raamsdonksveer;1970.12.10;Bouw magazijn - verkoopruimte;Bouwvergunning tekening (technisch) Keizersdijk 2 4941 GE Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw magazijn - verkoopruimte;NL 0834;2010;K50771752;31,5;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2043-01;BR715-1970;Varenstraat;4941XE; Varenstraat 23 Raamsdonksveer; Varenstraat;23;;Varenstraat 23;4941XE;715;1970;NL-0834-700715;Beschikking;Bouwvergunning Beschikking Verbouwen berging tot garage - berging en plaatsen dakkapel  Varenstraat 23 4941XE Raamsdonksveer 10-12-1970;1970.12.10;Verbouwen berging tot garage - berging en plaatsen dakkapel;Bouwvergunning Verbouwen berging tot garage - berging en plaatsen dakkapel  Varenstraat 23 4941XE Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbouwen berging tot garage - berging en plaatsen dakkapel;NL 0834;2010;K50771752;4,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2043-02;BR715-1970;Varenstraat;4941XE; Varenstraat 23 Raamsdonksveer; Varenstraat;23;;Varenstraat 23;4941XE;715;1970;NL-0834-700715;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Verbouwen berging tot garage - berging en plaatsen dakkapel  Varenstraat 23 4941XE Raamsdonksveer 10-12-1970;1970.12.10;Verbouwen berging tot garage - berging en plaatsen dakkapel;Bouwvergunning Verbouwen berging tot garage - berging en plaatsen dakkapel  Varenstraat 23 4941XE Raamsdonksveer 10-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Verbouwen berging tot garage - berging en plaatsen dakkapel;NL 0834;2010;K50771752;11,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2044-01;BR724-1970;Bartoklaan;4941WG; Bartoklaan 5 Raamsdonksveer; Bartoklaan;5;;Bartoklaan 5;4941WG;724;1970;NL-0834-700724;Beschikking;Bouwvergunning Beschikking Vergroten garage  Bartoklaan 5 4941WG Raamsdonksveer 17-12-1970;1970.12.17;Vergroten garage;Bouwvergunning Vergroten garage  Bartoklaan 5 4941WG Raamsdonksveer 17-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Vergroten garage;NL 0834;2010;K50771752;5,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2044-02;BR724-1970;Bartoklaan;4941WG; Bartoklaan 5 Raamsdonksveer; Bartoklaan;5;;Bartoklaan 5;4941WG;724;1970;NL-0834-700724;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Vergroten garage  Bartoklaan 5 4941WG Raamsdonksveer 17-12-1970;1970.12.17;Vergroten garage;Bouwvergunning Vergroten garage  Bartoklaan 5 4941WG Raamsdonksveer 17-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Vergroten garage;NL 0834;2010;K50771752;7,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2045-01;BR728-1970;Sandoel;4941DV; Sandoel 43 Raamsdonksveer; Sandoel;43;;Sandoel 43;4941DV;728;1970;NL-0834-700728;Beschikking;Bouwvergunning Beschikking Bouw houten garage  Sandoel 43 4941DV Raamsdonksveer 17-12-1970;1970.12.17;Bouw houten garage;Bouwvergunning Bouw houten garage  Sandoel 43 4941DV Raamsdonksveer 17-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Bouw houten garage;NL 0834;2010;K50771752;3;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2045-02;BR728-1970;Sandoel;4941DV; Sandoel 43 Raamsdonksveer; Sandoel;43;;Sandoel 43;4941DV;728;1970;NL-0834-700728;Tekening ( technisch );Bouwvergunning Tekening ( technisch ) Bouw houten garage  Sandoel 43 4941DV Raamsdonksveer 17-12-1970;1970.12.17;Bouw houten garage;Bouwvergunning Bouw houten garage  Sandoel 43 4941DV Raamsdonksveer 17-12-1970;Raamsdonksveer;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Tekeningen Bouw houten garage;NL 0834;2010;K50771752;6,6;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
GDB-2046-01;BR732-1970;Berkenstraat;4941KT; Berkenstraat 9 Raamsdonk; Berkenstraat;9;;Berkenstraat 9;4941KT;732;1970;NL-0834-700732;Beschikking;Bouwvergunning Beschikking Verbeteren woning  Berkenstraat 9 4941KT Raamsdonk 17-12-1970;1970.12.17;Verbeteren woning;Bouwvergunning Verbeteren woning  Berkenstraat 9 4941KT Raamsdonk 17-12-1970;Raamsdonk;Gemeente Raamsdonk;-1.733.21;Bouw van woningen en gebouwen;basisarchiefcode;Beschikking Verbeteren woning;NL 0834;2010;K50771752;3,2;pdf;dut;Datum vergunning;Bouw-en woningtoezicht;Hierarchisch;Gemeente;Organisatie;Verlenen van bouwvergunningen;Vrij te gebruiken;Openbaar;Integer;Enkelvoudig;2015.12.21;Record;Archief ;;;;Niet vertrouwelijk ;;;;;
