DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019598.pdf;27697715;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019599.pdf;23277636;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019600.pdf;22760785;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019601.pdf;23121533;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019602.pdf;28334886;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019603.pdf;15862802;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019604.pdf;13628662;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019605.pdf;7044485;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019606.pdf;14755399;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019607.pdf;10986659;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019608.pdf;20271661;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019609.pdf;9023951;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019610.pdf;18908496;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019611.pdf;19042076;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019612.pdf;18311151;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019613.pdf;15275716;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019614.pdf;19477882;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000019615.pdf;9332163;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019616.pdf;6851535;fmt/18;sha256
NL-0784-BV000004400;bouw r.k. lagere school Monseigneur Nolensstraat 2 09-09-1964;Vrij te gebruiken;09-09-1964;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000019617.pdf;44504452;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000020132.pdf;693290;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020133.pdf;13318422;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020134.pdf;4753712;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020135.pdf;3184424;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020136.pdf;5400051;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020137.pdf;5891432;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020138.pdf;4431476;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020139.pdf;8704525;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020140.pdf;4669159;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020141.pdf;2555666;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000020142.pdf;13780415;fmt/18;sha256
NL-0784-BV000004707;bouwen van woningen met bergingen (40 woningen en 5 garages) en 7 garages verschuurstraat Monseigneur Schaepmanstraat 1 10-09-1965;Vrij te gebruiken;10-09-1965;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000020143.pdf;64660371;fmt/18;sha256
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000021307.pdf;705555;fmt/18;sha256
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000021308.pdf;8532499;fmt/18;sha256
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000021309.pdf;3632608;fmt/18;sha256
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000021697.pdf;664043;fmt/18;sha256
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000021698.pdf;1268127;fmt/18;sha256
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000021699.pdf;1016765;fmt/18;sha256
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000022699.pdf;658279;fmt/18;sha256
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000022700.pdf;22413829;fmt/18;sha256
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000022701.pdf;614762;fmt/18;sha256
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000022702.pdf;15250533;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Vrij te gebruiken;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000023431.pdf;642889;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023432.pdf;8063719;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023433.pdf;8765001;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023434.pdf;4289825;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023435.pdf;3983835;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023436.pdf;614913;fmt/18;sha256
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Vrij te gebruiken;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000023437.pdf;1885988;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000023938.pdf;528051;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023939.pdf;5165851;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023940.pdf;5548003;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023941.pdf;5082689;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023942.pdf;5862388;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023943.pdf;5440924;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023944.pdf;4742046;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023945.pdf;5936110;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023946.pdf;5349116;fmt/18;sha256
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000023947.pdf;2597869;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000024302.pdf;1263102;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024303.pdf;11037649;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024304.pdf;17262007;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024305.pdf;11283510;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024306.pdf;16552492;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024307.pdf;28009668;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024308.pdf;3508115;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024309.pdf;6222746;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024310.pdf;2962297;fmt/18;sha256
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000024311.pdf;41179052;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000025627.pdf;1425136;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025628.pdf;4559704;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025629.pdf;4233092;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025630.pdf;5036030;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025631.pdf;13686054;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025632.pdf;3382092;fmt/18;sha256
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000025633.pdf;5877567;fmt/18;sha256
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Vrij te gebruiken;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000026022.pdf;682539;fmt/18;sha256
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Beschermd wegens rechten architect;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000026023.pdf;3542889;fmt/18;sha256
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Beschermd wegens rechten architect;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000026024.pdf;3851470;fmt/18;sha256
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Vrij te gebruiken;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000026025.pdf;1952168;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000027344.pdf;977175;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027345.pdf;17408261;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027346.pdf;20616983;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027347.pdf;15321935;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027348.pdf;19787385;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027349.pdf;12539660;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027350.pdf;18002763;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027351.pdf;19318499;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027352.pdf;16917035;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027353.pdf;17096791;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027354.pdf;18015580;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027355.pdf;19112713;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027356.pdf;16724053;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027357.pdf;16626008;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027358.pdf;26817315;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027359.pdf;14387496;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027360.pdf;10778391;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027361.pdf;17266505;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027362.pdf;14232804;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027363.pdf;18959165;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027364.pdf;17941082;fmt/18;sha256
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000027365.pdf;7453212;fmt/18;sha256
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Vrij te gebruiken;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000029043.pdf;702154;fmt/18;sha256
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029044.pdf;9639190;fmt/18;sha256
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029045.pdf;9361747;fmt/18;sha256
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029046.pdf;1276762;fmt/18;sha256
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Vrij te gebruiken;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000029047.pdf;4746239;fmt/18;sha256
NL-0784-BV000008391;oprichten bloemen- en groentenkas in de achtertuin van de woning Lijndonk 7 12-04-1978;Vrij te gebruiken;12-04-1978;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000030512.pdf;735836;fmt/18;sha256
NL-0784-BV000008391;oprichten bloemen- en groentenkas in de achtertuin van de woning Lijndonk 7 12-04-1978;Beschermd wegens rechten architect;12-04-1978;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000030513.pdf;1051741;fmt/18;sha256
NL-0784-BV000008391;oprichten bloemen- en groentenkas in de achtertuin van de woning Lijndonk 7 12-04-1978;Vrij te gebruiken;12-04-1978;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000030514.pdf;2727242;fmt/18;sha256
NL-0784-BV000009029;oprichten vrijstaande woning Kerkstraat 101 17-03-1980;Vrij te gebruiken;17-03-1980;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000033128.pdf;847616;fmt/18;sha256
NL-0784-BV000009029;oprichten vrijstaande woning Kerkstraat 101 17-03-1980;Beschermd wegens rechten architect;17-03-1980;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000033129.pdf;8423436;fmt/18;sha256
