DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Vrij te gebruiken;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000068674.pdf;1242250;fmt/18;sha256
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Vrij te gebruiken;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000068675.pdf;1686608;fmt/18;sha256
NL-0784-BV000020809;slopen varkenstallen Bavelseweg 3 09-03-1999;Beschermd wegens rechten architect;09-03-1999;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000068676.pdf;931614;fmt/18;sha256
NL-0784-BV000001921;bouwen maria kapel Hoofdstraat 168 WS 27-10-1949;Vrij te gebruiken;27-10-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000070596.pdf;2285505;fmt/18;sha256
NL-0784-BV000001921;bouwen maria kapel Hoofdstraat 168 WS 27-10-1949;Vrij te gebruiken;27-10-1949;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000070597.pdf;12476466;fmt/18;sha256
NL-0784-BV000016994;het bouwen van een garage naast de woning Broekstraat 17 08-01-2002;Vrij te gebruiken;08-01-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000093334.pdf;761934;fmt/18;sha256
NL-0784-BV000016994;het bouwen van een garage naast de woning Broekstraat 17 08-01-2002;Vrij te gebruiken;08-01-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000093335.pdf;3027362;fmt/18;sha256
NL-0784-BV000016994;het bouwen van een garage naast de woning Broekstraat 17 08-01-2002;Beschermd wegens rechten architect;08-01-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000093336.pdf;5215608;fmt/18;sha256
NL-0784-BV000016994;het bouwen van een garage naast de woning Broekstraat 17 08-01-2002;Vrij te gebruiken;08-01-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000093337.pdf;11677554;fmt/18;sha256
NL-0784-BV000017437;het plaatsen van een antenne Bisschop de Vetplein 1 09-04-2002;Vrij te gebruiken;09-04-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000095721.pdf;704360;fmt/18;sha256
NL-0784-BV000017437;het plaatsen van een antenne Bisschop de Vetplein 1 09-04-2002;Vrij te gebruiken;09-04-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000095722.pdf;3389773;fmt/18;sha256
NL-0784-BV000017437;het plaatsen van een antenne Bisschop de Vetplein 1 09-04-2002;Beschermd wegens rechten architect;09-04-2002;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000095723.pdf;2503053;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Vrij te gebruiken;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000098185.pdf;1835743;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Vrij te gebruiken;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000098186.pdf;2569833;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098187.pdf;9648161;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098188.pdf;3805113;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098189.pdf;9564782;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098190.pdf;3226603;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098191.pdf;4650666;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098192.pdf;5600831;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098193.pdf;5163888;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098194.pdf;4410444;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098195.pdf;2923262;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098196.pdf;4477631;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Vrij te gebruiken;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000098197.pdf;31411291;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098198.pdf;1822268;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098199.pdf;3977991;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098200.pdf;3516540;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098201.pdf;3733406;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Beschermd wegens rechten architect;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000098202.pdf;1261510;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Vrij te gebruiken;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000098203.pdf;7433279;fmt/18;sha256
NL-0784-BV000018415;het bouwen van een vrijstaande vervangende nieuwbouw woning Versterstraat 19 05-08-2003;Vrij te gebruiken;05-08-2003;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000098204.pdf;26766786;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Vrij te gebruiken;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000100933.pdf;1096094;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Vrij te gebruiken;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000100934.pdf;1884962;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Beschermd wegens rechten architect;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000100935.pdf;3689991;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Beschermd wegens rechten architect;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000100936.pdf;3289783;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Vrij te gebruiken;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000100937.pdf;3466254;fmt/18;sha256
NL-0784-BV000018735;het vergroten van de woning. Schoolstraat 53 14-12-2004;Vrij te gebruiken;14-12-2004;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000100938.pdf;1404827;fmt/18;sha256
NL-0784-BV000020227;het slopen van een stal en berging Broekdijk 48 05-04-2005;Vrij te gebruiken;05-04-2005;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000104375.pdf;1345274;fmt/18;sha256
NL-0784-BV000020227;het slopen van een stal en berging Broekdijk 48 05-04-2005;Vrij te gebruiken;05-04-2005;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000104376.pdf;2644248;fmt/18;sha256
NL-0784-BV000020227;het slopen van een stal en berging Broekdijk 48 05-04-2005;Vrij te gebruiken;05-04-2005;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000104377.pdf;7285363;fmt/18;sha256
NL-0784-BV000020203;het plaatsen van een bedrijfslogo Stationsplein 5 06-06-2006;Vrij te gebruiken;06-06-2006;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000106721.pdf;548725;fmt/18;sha256
NL-0784-BV000020203;het plaatsen van een bedrijfslogo Stationsplein 5 06-06-2006;Vrij te gebruiken;06-06-2006;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000106722.pdf;511658;fmt/18;sha256
NL-0784-BV000020203;het plaatsen van een bedrijfslogo Stationsplein 5 06-06-2006;Vrij te gebruiken;06-06-2006;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000106723.pdf;680605;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Vrij te gebruiken;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000107274.pdf;649678;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Vrij te gebruiken;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000107275.pdf;2347469;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Beschermd wegens rechten architect;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000107276.pdf;1507169;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Vrij te gebruiken;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000107277.pdf;6976457;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Beschermd wegens rechten architect;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000107278.pdf;2146933;fmt/18;sha256
NL-0784-BV000019553;het plaatsen van een carport Wilhelmina Druckerstraat 1 29-05-2007;Vrij te gebruiken;29-05-2007;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000107279.pdf;373005;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Vrij te gebruiken;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000109627.pdf;2167246;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Vrij te gebruiken;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000109628.pdf;2855445;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109629.pdf;5615883;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109630.pdf;6925606;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Vrij te gebruiken;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000109631.pdf;18384525;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109632.pdf;4144502;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109633.pdf;3107350;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109634.pdf;4328899;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Beschermd wegens rechten architect;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000109635.pdf;2184891;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Vrij te gebruiken;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvulling;B000109636.pdf;6856856;fmt/18;sha256
NL-0784-BV000020551;het bouwen van een woning A. Weteringsstraat 28 08-07-2008;Vrij te gebruiken;08-07-2008;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000109637.pdf;30452719;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Vrij te gebruiken;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000111600.pdf;1845500;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Vrij te gebruiken;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000111601.pdf;2567587;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Beschermd wegens rechten architect;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000111602.pdf;4956567;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Beschermd wegens rechten architect;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000111603.pdf;2492313;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Beschermd wegens rechten architect;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000111604.pdf;377485;fmt/18;sha256
NL-0784-BV000020938;het uitbreiden van de woning middels een verdieping op de garage Wethouder van den Wildenbergstraat 30 28-04-2009;Vrij te gebruiken;28-04-2009;Niet vertrouwelijk;28-08-2018;Openbaar;;Berekening;B000111605.pdf;2895353;fmt/18;sha256
