DossierId;Naam;Gebruiksrechten_OmschrijvingVoorwaarden;Gebruiksrechten_DatumOfPeriode;Vertrouwelijkheid_ClassificatieNiveau;Vertrouwelijkheid_DatumOfPeriode;Openbaarheid_OmschrijvingBeperkingen;Openbaarheid_DatumOfPeriode;Bestand_Vorm_Redactiegenre;Bestand_Formaat_Bestandsnaam;Bestand_Formaat_BestandsOmvang;Bestand_Formaat_BestandsFormaat;Bestand_Formaat_FysiekeIntegriteit_Algoritme;Bestand_Formaat_FysiekeIntegriteit_Waarde;Bestand_Formaat_FysiekeIntegriteit_DatumEnTijd;Bestand_Formaat_DatumAanmaak
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000021307.pdf;705555;fmt/18;sha256;526dcac9f8c33909f5ca79f897461db3e10faba742fd2d8e074ca913aa39a95b;13-8-2015 8:50;25-08-2012
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000021308.pdf;8532499;fmt/18;sha256;f9094dd73ac49a45c9b9263ad2a74f8f86d3f27165b22266bef4224cb255664c;13-8-2015 8:50;25-08-2012
NL-0784-BV000005668;veranderen koestal tot ligboxenstal Hoge Aard 10 07-05-1969;Vrij te gebruiken;07-05-1969;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000021309.pdf;3632608;fmt/18;sha256;b31262fce55f92844e80e970ffd14126097f900b990e7db9fa8ff7778d0dd8a7;13-8-2015 8:50;25-08-2012
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000021697.pdf;664043;fmt/18;sha256;ed0fd0bf8d3e2c4345d7aad098488eeeab8a5a846e6588ad1579f3e29e2779dc;13-8-2015 8:59;21-08-2012
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000021698.pdf;1268127;fmt/18;sha256;600540bb9fbc336469d3de42e13df9c0a19a6027946e77bcfb23b4b7a8bbb8a5;13-8-2015 8:59;21-08-2012
NL-0784-BV000005881;bouw serre Nerhovensestraat 14 29-01-1970;Vrij te gebruiken;29-01-1970;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000021699.pdf;1016765;fmt/18;sha256;81801f85517528da19dc7e7075558e5d6de15f46d8921147f8af1e72ccd36a05;13-8-2015 8:59;21-08-2012
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000022699.pdf;658279;fmt/18;sha256;138c41481aa218204f4aa1bc19ffd2bc84ee6591bf680199d60946e3bd91fa5a;13-8-2015 10:55;25-08-2012
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000022700.pdf;22413829;fmt/18;sha256;4204604d30ada7950866f1ce9404362fb31d357c283c194a2278431e6cb7df74;13-8-2015 10:55;25-08-2012
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000022701.pdf;614762;fmt/18;sha256;66cdf11a9f384c76f2968ec5727c326e45bbb5752602a7b12b94e0676c328ec4;13-8-2015 10:55;25-08-2012
NL-0784-BV000005129;bouw woning Broekstraat 75 12-01-1967;Vrij te gebruiken;12-01-1967;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000022702.pdf;15250533;fmt/18;sha256;6c5ec29cb53c75c611e406d421ae8e69c85c33fa15222901ec95cc89506acf78;13-8-2015 10:55;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Vrij te gebruiken;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000023431.pdf;642889;fmt/18;sha256;898bf9aeb01017d5effcc16279419abb74110435543f8f34c202fba126cb323b;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023432.pdf;8063719;fmt/18;sha256;7d96028e63102bf5c113776defebf1219bfe98cebd7112b7d166738778f5e9e8;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023433.pdf;8765001;fmt/18;sha256;9867f9f4434f177a6145667a26c31c821ff8c9307618b47a31a916130dbd8fe3;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023434.pdf;4289825;fmt/18;sha256;d7c30888299321221f7e5bf75108393842d1635cd48e47f5dba303663bd4e14a;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023435.pdf;3983835;fmt/18;sha256;8a9831b1134fc23a17fccc2f8cc32a8596a0f7adae9694767cae5ea55a278450;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Beschermd wegens rechten architect;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023436.pdf;614913;fmt/18;sha256;37c7f9a7b8f1470f4cdc8bc1e4deee5124de6045c4ee1766f3864ea93ad1fac3;13-8-2015 11:11;25-08-2012
NL-0784-BV000006219;oprichten van een berging,c.q. berging Hoofdstraat 74 26-07-1971;Vrij te gebruiken;26-07-1971;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000023437.pdf;1885988;fmt/18;sha256;a4605983cdf082f05ccab017e6695de38ef54a40ff29883ec15746998e4731c9;13-8-2015 11:11;25-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000023938.pdf;528051;fmt/18;sha256;de358c44f79e1332b146005fd02a3371717be886d1cec9bea8b8d3651aec33b6;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023939.pdf;5165851;fmt/18;sha256;ff076b18fe36280cfb0516c1461ff3cf6a45b84003778a65b7be3cb328e24f4d;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023940.pdf;5548003;fmt/18;sha256;e16d932732ad3df9271e04cd961cff534a0a08bc2dacfc429d8d0ec38256cd69;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023941.pdf;5082689;fmt/18;sha256;be0a59bc69462aae24c071501dda72fa98dc2368990cf46f094665f7e80c7ec4;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023942.pdf;5862388;fmt/18;sha256;af904ada8d7b4f7e56f18c4786e754a426d62cf9b39cf361c59b346e7791a566;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023943.pdf;5440924;fmt/18;sha256;e941cd20cbee7fb50a03b3759b05dd23f95403cd30bd1c18e153904e8ed4d0c6;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023944.pdf;4742046;fmt/18;sha256;66b761d1ca7993ece4dc05796ed1917f1080d4bf55ab7d9436e9ac31b7a71827;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023945.pdf;5936110;fmt/18;sha256;674fb63bfb0c1d8f735b4b14448234edef809b75c000515d8d8c30078b381ace;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000023946.pdf;5349116;fmt/18;sha256;2a0eb36f8f18889f3dac5a989038b7dc4960a89549ebc9c8e4b7cfbfd1841eec;13-8-2015 11:25;22-08-2012
NL-0784-BV000002057;bouw pastorie Rijksweg 24 05-03-1951;Vrij te gebruiken;05-03-1951;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000023947.pdf;2597869;fmt/18;sha256;6ad7784261f2c19d37648d6d9bb277209ec5201fe8eceecba0c276c59990483a;13-8-2015 11:25;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000024302.pdf;1263102;fmt/18;sha256;2b0dcb1d47cfaf85bc21f7d57ef38f0a7f50e8bb7d0b93748a44d77df3e0d00f;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024303.pdf;11037649;fmt/18;sha256;727e990ad0734a85da000d401792fb3ff3ea5078d5c6bf4812b8f66481aeb9cd;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024304.pdf;17262007;fmt/18;sha256;e837df3b69dce021d387fe00e00f4716aa363de896b1a7aa0f00050012e162c5;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024305.pdf;11283510;fmt/18;sha256;134ec8d0b1c4abf44ccc39493a7b9377e742ddc0ebfcfb10d558507f2edbe6c3;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024306.pdf;16552492;fmt/18;sha256;326409c5b04e7432c3257f60ce22ac464d0dee347fffacb06eb31b57a21eaf2f;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024307.pdf;28009668;fmt/18;sha256;1fe28771f0aa11bdb1f8a7648f142efed6393c6ab38212857912f9be4b43df2f;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024308.pdf;3508115;fmt/18;sha256;e52dcf033a739ed79be6d3640abf0c6b1800acb0cc77c7368a3049e7cbaeee9f;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024309.pdf;6222746;fmt/18;sha256;13b25f806b870dbce11882d2e6b27101487e07fb2599653fd03df18c3f913fab;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000024310.pdf;2962297;fmt/18;sha256;1918e1b3791745d3dcc664f17a7f0836e3b56dad71e53ec99fe5fa455f90e18e;13-8-2015 11:32;22-08-2012
NL-0784-BV000004825;bouw 3 klassige houten school Jagilstraat 5 10-02-1966;Vrij te gebruiken;10-02-1966;Niet vertrouwelijk;28-08-2018;Openbaar;;Bestek;B000024311.pdf;41179052;fmt/18;sha256;cf5d6d1ccd009b8ccb8f5c91b5420bf0f1a9f3487b7949f592f3c4b16fe2577d;13-8-2015 11:33;22-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000025627.pdf;1425136;fmt/18;sha256;53b459da8659db38c7258ff75c766020201629f08594175cc7e75bd39b0633a2;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025628.pdf;4559704;fmt/18;sha256;0cbdc09f34e4748b5b7453350a68a68113a89812bd0766844448b4d2dd2a3dd9;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025629.pdf;4233092;fmt/18;sha256;aa6fe0eefed8bb90124b87e81682772236dfed733fa5b2649306010de413dd8a;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025630.pdf;5036030;fmt/18;sha256;bdbbc76acb3c2db9e7b01205630f41beca180c6e540ec58e1d2dcd763f068d5e;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025631.pdf;13686054;fmt/18;sha256;d546ea5644dff90874aa8b3ed2fd74a3ee92bb5b4738a59801f4937ba8466f62;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000025632.pdf;3382092;fmt/18;sha256;b68912a9b744f1f76e124170c73b8e087e56ff27b87b038d6c3a10efb9596899;13-8-2015 15:03;21-08-2012
NL-0784-BV000005401;bouw woning / verg.ex art.20 wederopbouwwet Churchillstraat 9 28-03-1968;Vrij te gebruiken;28-03-1968;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000025633.pdf;5877567;fmt/18;sha256;b72bd27f0581d138aa00f38968b66b10dcd18aaf743b2d7fcb17df2882d94af9;13-8-2015 15:03;21-08-2012
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Vrij te gebruiken;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000026022.pdf;682539;fmt/18;sha256;206ad3fbb15b1c0c930aead84f34c01631350eca41797fe2208d8d153484fafc;13-8-2015 15:11;22-08-2012
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Beschermd wegens rechten architect;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000026023.pdf;3542889;fmt/18;sha256;ee0387cf590479b98a0d09f4eb837765df8a61fa16804c5c5a788bb91760abfe;13-8-2015 15:11;22-08-2012
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Beschermd wegens rechten architect;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000026024.pdf;3851470;fmt/18;sha256;2eb9d70fe8d204d4ab2d1a024a4fa57af9668884ae1028687dfc876b0dfc8540;13-8-2015 15:11;22-08-2012
NL-0784-BV000006581;geheel oprichten van een garage Rijksweg 11 05-03-1973;Vrij te gebruiken;05-03-1973;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000026025.pdf;1952168;fmt/18;sha256;0f2eb98c5732cab15e18e1b7e6b644398039e009c39183cc562ed1f4e55ebbf6;13-8-2015 15:11;22-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000027344.pdf;977175;fmt/18;sha256;ead9806c27d94d17ee81461a56a7e4bc905655ce024678c9e5c72bcae5978f3a;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027345.pdf;17408261;fmt/18;sha256;667b1ca0c77098628329b9aa0bf007d5505ffa14cc5ad32528615bb52168e3ca;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027346.pdf;20616983;fmt/18;sha256;55e3b3ec494d5550b3b04bdeac58bcd1cb994cb61e0d2bf8d09c5412514a1bd1;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027347.pdf;15321935;fmt/18;sha256;66adb0777bdc1affc49004d91b1f6631677627f42bddc508e1669c418db55a33;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027348.pdf;19787385;fmt/18;sha256;39cb2433169d90b1d6eee8d9366d0daaa134d3249b97903f1ab733b95fa1a67b;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027349.pdf;12539660;fmt/18;sha256;e83074408489e6a97e2a26aaf8f0de19daf49491348a9d89238adfeb970fb5e6;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027350.pdf;18002763;fmt/18;sha256;8abbc06fd6089ecde1eb58d1aad6a0fa7d32eaf807fe9efea5849d78e1f69688;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027351.pdf;19318499;fmt/18;sha256;94e17d2e12d207601ef21cc69a61eb9427359b507037b3db4c1ad44d33e8b5ae;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027352.pdf;16917035;fmt/18;sha256;ec3694cdaaeca28911752905ccdedd4180602355480b3bec49e4a889a65d55fd;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027353.pdf;17096791;fmt/18;sha256;4aa0571a5165de0d66be2d0942af1cb53126a7a4422080594f27a47fb6bbcb4b;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027354.pdf;18015580;fmt/18;sha256;24af78bb2798717593b81820585439bbb72e6bc83e87a960420436f2930e6792;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027355.pdf;19112713;fmt/18;sha256;40c374eb6238815c7a4d2e2c946192d083294b2e484f1f8670e1b0f7b5e56d3e;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027356.pdf;16724053;fmt/18;sha256;d8c4d00cf722786f5ea8bf5415402cd65e77a23bb70779a4fac3b970d10bd0d5;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027357.pdf;16626008;fmt/18;sha256;29287b348c0af57832fe9a664278379e864ebd8952209e4bcec971b1e39487b1;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027358.pdf;26817315;fmt/18;sha256;49bf31d53acdbfdbbf860de297c6e9e0bcd279710684aa5d9bcded9d473c78d7;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027359.pdf;14387496;fmt/18;sha256;19804014a65c915ec6945007513c4fcb08a32a1adcefa1d96cb46344b39c8db7;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027360.pdf;10778391;fmt/18;sha256;8b58101ab145ef8bdeb7de95494324a439684cfaba1ea5650e953defe2c56749;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027361.pdf;17266505;fmt/18;sha256;4378b914dc401be4e0b528e31d70d30214348004042f41420cbab5865694db6b;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027362.pdf;14232804;fmt/18;sha256;91655bb14c935fc2d8f18230763c6e7e2b595addd2642c03e10774c2bf20e953;13-8-2015 16:01;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027363.pdf;18959165;fmt/18;sha256;d866f4415fdedf1a0d3bb651943460080db19c69c8dc7818144c715a3302754d;13-8-2015 16:02;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Beschermd wegens rechten architect;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000027364.pdf;17941082;fmt/18;sha256;6dad7817456fa47f5313b4fd4d120ac27183f9cc376265af48cfc3dc9d2a738d;13-8-2015 16:02;23-08-2012
NL-0784-BV000007586;bouwen 21 woningwetwoningen Leibeemd 2 22-12-1976;Vrij te gebruiken;22-12-1976;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000027365.pdf;7453212;fmt/18;sha256;16d4eff84b3cd280f39f8a6be1765d5d048e0153c1ac646328adeb778b7fbee8;13-8-2015 16:02;23-08-2012
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Vrij te gebruiken;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000029043.pdf;702154;fmt/18;sha256;087f4f3280bd81f208001b07d695de6ec66af4b5a3bcf9f4cb97ca3b2cebdd8c;14-8-2015 10:11;24-08-2012
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029044.pdf;9639190;fmt/18;sha256;1d85f98d90e4370300cfaf618b7220921df1231e5a0545201c1887245d586dab;14-8-2015 10:11;24-08-2012
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029045.pdf;9361747;fmt/18;sha256;2f894065cc5dc478b9a6353400f6b99150d5f4767fc20dd24ea278a0e941f4d5;14-8-2015 10:11;24-08-2012
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Beschermd wegens rechten architect;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Tekening (technisch);B000029046.pdf;1276762;fmt/18;sha256;78b75e90256e89142a5a7855bd95c823a84b8a62320e3bb97f3b58bf887a8006;14-8-2015 10:11;24-08-2012
NL-0784-BV000008030;oprichten van een vrijstaande garage Hoofdstraat 87 A 22-06-1977;Vrij te gebruiken;22-06-1977;Niet vertrouwelijk;28-08-2018;Openbaar;;Aanvraag;B000029047.pdf;4746239;fmt/18;sha256;4639f1aac114309c9a9c60068bd78668e4d247a8a6538caccaf7e6fea604994d;14-8-2015 10:11;24-08-2012
NL-0784-BV000008391;oprichten bloemen- en groentenkas in de achtertuin van de woning Lijndonk 7 12-04-1978;Vrij te gebruiken;12-04-1978;Niet vertrouwelijk;28-08-2018;Openbaar;;Vergunning;B000030512.pdf;735836;fmt/18;sha256;057318ec5995ebd9775b27184a847bc386f3336e9a58aff82cc6b1bdc065be88;18-8-2015 13:27;24-08-2012
